x,y,z
0.0,0.0,0.0
0.000358224757901628,9.281626489528263e-05,-2.1282707600033035e-05
0.0010885638994231799,0.000784648487530407,-7.849421564963573e-05
0.0018606280043804101,0.0029639740693003565,-0.0001431615068390584
0.002683842662623107,0.006907431318044872,0.0003788378534681344
0.0035859502750975303,0.01175000623347209,0.002448402404731417
0.004543931543900592,0.01671253670956196,0.006299375227790246
0.0055459497949931266,0.021525279207629887,0.011883066866299622
0.006591659421867925,0.026172334377827577,0.01837578125483266
0.007630952761211428,0.030815318533254088,0.024849527205183193
0.008673752246094948,0.03546647125444131,0.031337305999236176
0.011270922211054404,0.040898635471150205,0.03846520361096508
0.0161307513546978,0.04711176806501963,0.04688180012432892
0.02270023292787482,0.05333224967556536,0.055989305970430545
0.030260964475310285,0.0595481570957467,0.06510400155351208
0.03783824997637231,0.06574752398520033,0.07421236239169174
0.04543241494718949,0.0719451901579837,0.08413084126670384
0.05304267527817155,0.07814097228967873,0.0948608407279319
0.060697568007296435,0.08531334677718867,0.1056169197160521
0.06879171649748085,0.09349581634879031,0.11636914921658102
0.07729630220491934,0.10170688365881896,0.12707761660662564
0.08575603043099295,0.11088302929903886,0.13765679492239716
0.09416927598196512,0.1210341730346546,0.14812696007616072
0.10258783657526284,0.1311970817724568,0.15859676983248722
0.11084918908233035,0.14135806274556217,0.17036033302793538
0.11894658097767821,0.1518575336938286,0.18339806977864065
0.12725911327291115,0.16409339082134172,0.19630976095053063
0.1358051016296813,0.17863410388437595,0.2091116363382356
0.1444048496409684,0.1950358268999377,0.22213794952571947
0.15305343861506948,0.21291336855299725,0.2362154274774427
0.16172437209382348,0.23131726854432033,0.25114857404085233
0.170413465019941,0.24972317130493873,0.26660640263916785
0.17911790895054336,0.2681303912494314,0.2825344425424232
0.18784608093353802,0.28653340623590423,0.29844686980877655
0.1965925274421703,0.30493608211887485,0.31495759649220845
0.20534123594265444,0.323349526505038,0.3329334217053613
0.21409804931691892,0.34177140947344836,0.3517614126739843
0.2228616949022009,0.36019487250855464,0.37153564396423305
0.23203588731460562,0.37908695811776427,0.3930435017327386
0.24215565498763766,0.399110684844082,0.4158597032542346
0.2528084309976095,0.42040765486785076,0.439259033567589
0.2634572617714871,0.4423049769572765,0.4626856297704949
0.2741252729097122,0.4646015814878641,0.4860823449686758
0.2848337863952623,0.4878743210541029,0.5094491022333718
0.2955868393350906,0.5125152486716474,0.5327966466417567
0.30639277188849434,0.538849043698857,0.5561350658845172
0.3172616377429745,0.5670548779642407,0.5794772404296525
0.3282191150470236,0.5970999925292001,0.6032850353866335
0.33928796113048526,0.6287978650314173,0.6281155339552188
0.3504739227485665,0.661805872228337,0.6548506673636632
0.36184892048260114,0.6956608687095955,0.6838346800873104
