x,y,z
0.0,0.0,0.0
8.276843689393544e-06,9.281626445590557e-05,-0.0009338188930429965
2.5067305417131997e-05,0.0007846484840999247,-0.003661470187523317
4.211960391787175e-05,0.0029639740605934685,-0.007275945305090822
5.903334939590235e-05,0.006907431301463435,-0.010921448682413376
7.553414105017161e-05,0.011750006205994501,-0.014575524454054939
9.208151176857838e-05,0.016173875283589607,-0.018239714899114842
0.00011737293542521517,0.019268184343205527,-0.021732306962606956
0.00015106280572172782,0.020807899134753064,-0.02569286418038263
0.00017833638613186766,0.021595746624246077,-0.031095750564521858
0.00020911610962295716,0.022390160828772182,-0.037295900199196146
0.0009572544422042924,0.023963984677409244,-0.043340381458047215
0.002414378799412579,0.02630588168857553,-0.049227567622591825
0.0038837019296718146,0.028642232502473757,-0.055113861927422944
0.005363482660829957,0.03029747552849099,-0.06172347597642234
0.006843100613502655,0.030278799887735915,-0.06906721408776853
0.008322881303801958,0.028721654966098374,-0.07642646024252202
0.009802824041314159,0.025625831687988772,-0.08379830059006481
0.011282867980909418,0.022525730475807852,-0.09118954967443481
0.01277295416136566,0.02043572434743234,-0.09950929167699611
0.014272861922024828,0.01836830022689322,-0.10974884116987106
0.015727912200573724,0.017259938704435516,-0.121666495990768
0.017136479801055152,0.017126575275668854,-0.13479163965547314
0.018550362441052588,0.017004976849028797,-0.14855368553127793
0.019807036993312526,0.016872386130579873,-0.16203164445162602
0.020899373907472867,0.017069220858646112,-0.17606097612819985
0.022062237622117634,0.019002441763694537,-0.19142791422881436
0.023295755275686104,0.023240518601782584,-0.2075746073517256
0.02452927207501151,0.029339605389491864,-0.2241062298833655
0.025762605511774554,0.03691451081127121,-0.24064287878546314
0.027004454087529516,0.04493749299859416,-0.25723077630574526
0.028264462107969054,0.05276894321762359,-0.27387757706973465
0.02953419837242541,0.060486457453375796,-0.29153884794242363
0.030804142984607267,0.06721893624723992,-0.31021494858316573
0.0320744651756518,0.0721910553471354,-0.328905849849133
0.033347049357641954,0.07599561074820031,-0.3476166404489277
0.0346217293442687,0.07940946263608023,-0.3673463668051077
0.03589723247303838,0.0828208823244224,-0.3880898262829345
0.03717166172973723,0.08669691231851893,-0.4088599722408715
0.038443452930026566,0.09170458342510138,-0.42970750315666084
0.039711659846853375,0.0979854978242297,-0.4512280224700476
0.0409759215249962,0.10429075820023864,-0.4741649036773794
0.04223932671293139,0.11041929492923983,-0.4988184762824785
0.04350343155373756,0.11752396668982738,-0.5252035745564696
0.044768122940483636,0.12599682649712535,-0.5529926947789108
0.04603330111391634,0.13616255370984126,-0.5817925374429253
0.04729872238658956,0.14820032015855422,-0.6110630914182968
0.048563822210149925,0.16207736690447372,-0.6403821446144242
0.04982821005487536,0.17760717158314757,-0.6697099398294526
0.05111125276538593,0.19444711095326292,-0.6986162226880408
0.052412446560716607,0.21213403960523225,-0.7271030648628317
