Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
114045,-0.03,-0.01,-1.05,28.11,2.30,0.82,0.05
114150,-0.03,-0.00,-1.04,28.06,2.56,0.76,0.05
114254,-0.03,0.00,-1.05,28.11,2.34,0.75,0.09
114359,-0.03,-0.00,-1.04,28.11,2.32,0.77,-0.02
114463,-0.03,-0.01,-1.05,28.06,2.60,0.69,0.05
114568,-0.03,-0.00,-1.04,28.20,2.38,0.76,-0.02
114673,-0.03,-0.00,-1.04,28.06,2.37,0.63,0.16
114778,-0.03,-0.00,-1.05,28.11,2.36,0.76,0.14
114882,-0.03,-0.00,-1.05,28.15,2.08,0.73,-0.03
114987,-0.03,-0.01,-1.06,28.06,2.21,0.90,0.29
115091,-0.03,-0.00,-1.04,28.01,2.36,0.65,0.06
115195,-0.03,-0.00,-1.04,28.11,2.31,0.70,0.21
115301,-0.03,-0.01,-1.04,28.11,2.31,0.85,0.14
115405,-0.04,0.00,-1.03,28.06,2.15,0.50,-0.03
115510,-0.03,0.00,-1.05,28.11,2.34,0.64,0.12
115614,-0.03,-0.00,-1.04,28.15,2.51,0.89,0.01
115719,-0.02,-0.01,-1.04,28.11,2.28,0.73,0.15
115823,-0.03,-0.01,-1.04,27.97,2.26,0.76,-0.02
115928,-0.03,-0.00,-1.04,28.11,2.69,0.66,0.15
116033,-0.03,-0.00,-1.05,28.06,2.39,0.84,0.03
116137,-0.03,0.00,-1.05,28.11,2.27,0.66,0.08
116242,-0.02,-0.01,-1.05,28.11,2.28,0.82,0.18
116346,-0.02,-0.00,-1.04,28.15,2.38,0.60,0.05
116451,-0.02,-0.01,-1.04,28.11,2.29,0.73,0.24
116555,-0.03,-0.00,-1.04,28.11,2.41,0.68,0.12
116661,-0.03,-0.00,-1.05,28.15,2.60,0.78,0.16
116765,-0.03,0.00,-1.04,28.11,2.29,0.69,0.25
116870,-0.02,-0.00,-1.04,28.11,2.16,0.80,-0.07
116974,-0.02,-0.00,-1.04,28.15,2.28,0.74,-0.01
117079,-0.03,-0.00,-1.05,28.15,2.17,0.62,0.06
117183,-0.02,-0.01,-1.04,28.11,2.27,0.84,0.04
117287,-0.03,-0.01,-1.05,28.11,2.42,0.83,0.08
117393,-0.03,0.00,-1.04,28.15,2.24,0.85,0.14
117497,-0.03,-0.00,-1.04,28.11,2.11,0.67,0.20
117602,-0.02,-0.00,-1.03,28.15,2.18,0.79,0.06
117706,-0.03,-0.00,-1.04,28.15,2.18,0.76,0.05
117811,-0.03,-0.00,-1.04,28.20,2.22,0.71,0.01
117915,-0.02,-0.01,-1.04,28.15,2.37,0.71,0.21
118021,-0.03,-0.00,-1.05,28.11,2.45,0.71,0.10
118125,-0.03,-0.01,-1.05,28.01,2.24,0.78,0.22
118230,-0.04,-0.01,-1.04,28.11,2.28,0.76,0.13
118334,-0.02,-0.01,-1.04,28.11,2.43,0.76,0.35
118438,-0.03,0.00,-1.04,28.15,2.23,0.79,0.05
118543,-0.02,-0.00,-1.04,28.11,2.35,0.80,-0.02
118648,-0.03,-0.01,-1.04,28.11,2.11,0.84,0.05
118753,-0.02,-0.00,-1.05,28.15,2.22,0.63,0.05
118857,-0.03,-0.01,-1.05,28.11,2.31,0.63,0.23
118962,-0.03,-0.00,-1.05,28.11,2.46,0.79,0.11
119066,-0.02,-0.00,-1.04,28.15,2.55,0.53,0.21
119171,-0.03,-0.00,-1.04,28.15,2.23,0.69,0.15
119276,-0.03,-0.00,-1.05,28.01,2.26,0.68,0.02
119380,-0.03,-0.00,-1.04,28.01,2.34,0.69,0.24
119485,-0.03,-0.00,-1.04,28.06,2.37,0.86,-0.15
119589,-0.03,-0.01,-1.05,28.11,2.50,0.62,0.03
119694,-0.03,-0.00,-1.04,28.11,2.20,0.83,0.05
119798,-0.03,-0.00,-1.04,28.06,2.26,0.53,0.18
119903,-0.02,-0.00,-1.04,28.11,2.21,0.69,0.15
120008,-0.03,-0.00,-1.04,28.11,2.34,0.77,0.03
120113,-0.03,-0.00,-1.04,28.15,2.31,0.66,0.03
120217,-0.03,-0.01,-1.04,28.11,2.31,0.73,0.16
120322,-0.03,0.00,-1.05,28.15,2.20,0.53,0.32
120426,-0.03,-0.00,-1.05,28.11,2.21,0.85,0.11
120530,-0.02,-0.01,-1.03,28.11,2.26,0.85,0.12
120636,-0.03,-0.00,-1.05,28.06,2.40,1.16,0.27
120740,-0.03,-0.00,-1.04,28.11,2.20,0.65,0.02
120845,-0.02,-0.00,-1.04,28.06,2.40,0.83,0.03
120949,-0.03,-0.00,-1.03,28.01,2.45,0.67,0.10
121054,-0.03,-0.01,-1.05,28.11,2.33,0.79,0.02
121158,-0.02,-0.00,-1.04,28.06,2.12,0.69,0.28
121263,-0.03,-0.00,-1.04,28.11,2.37,0.62,0.08
121368,-0.03,-0.00,-1.05,28.15,2.24,0.69,0.15
121473,-0.03,-0.00,-1.05,28.15,2.39,0.84,0.00
121577,-0.03,-0.00,-1.03,28.11,2.18,0.81,0.15
121681,-0.03,-0.01,-1.04,28.06,2.50,0.74,0.19
121786,-0.03,-0.00,-1.04,28.01,2.16,0.69,0.08
121890,-0.03,-0.00,-1.05,28.11,2.34,0.78,0.02
121996,-0.02,-0.00,-1.04,28.15,2.47,0.45,-0.01
122100,-0.03,-0.01,-1.05,28.11,2.33,0.79,-0.09
122205,-0.03,-0.01,-1.05,28.11,2.27,0.78,-0.04
122309,-0.03,-0.00,-1.05,28.01,2.11,0.58,-0.02
122414,-0.03,-0.00,-1.04,28.11,1.97,0.79,0.10
122518,-0.03,-0.01,-1.04,28.11,2.22,0.79,0.11
122624,-0.03,-0.00,-1.05,28.06,2.19,0.90,0.06
122728,-0.02,-0.00,-1.04,28.11,2.46,0.69,-0.02
122832,-0.03,-0.01,-1.04,28.15,2.28,0.79,0.05
122937,-0.03,-0.00,-1.05,28.11,2.27,0.79,0.11
123041,-0.02,-0.01,-1.05,28.06,2.29,0.71,0.08
123146,-0.02,-0.01,-1.04,27.97,2.10,0.60,0.18
123250,-0.02,0.00,-1.04,28.11,2.51,0.52,0.15
123356,-0.02,-0.01,-1.05,28.06,2.39,0.76,0.05
123460,-0.03,-0.01,-1.04,28.15,2.27,0.72,0.11
123565,-0.03,0.00,-1.05,28.01,2.39,0.77,0.26
123669,-0.02,-0.00,-1.05,28.15,2.32,0.75,-0.03
123773,-0.03,-0.00,-1.04,28.20,2.32,0.76,0.05
123878,-0.03,-0.01,-1.04,28.20,2.34,0.89,0.17
123983,-0.03,-0.00,-1.05,28.15,2.18,0.73,0.01
124088,-0.03,-0.01,-1.04,28.11,2.27,0.88,0.24
124192,-0.03,0.00,-1.04,28.06,2.15,0.82,0.10
124297,-0.03,-0.01,-1.04,28.06,2.18,0.59,0.03
124401,-0.03,-0.01,-1.05,28.11,2.34,0.77,0.15
124506,-0.02,0.00,-1.04,28.06,2.18,0.84,0.19
124611,-0.02,-0.01,-1.04,28.06,2.28,0.83,0.28
124716,-0.03,-0.01,-1.05,28.11,2.09,0.71,0.02
124820,-0.02,-0.00,-1.03,28.15,2.25,0.69,0.07
124924,-0.03,-0.01,-1.04,28.06,2.37,0.77,-0.11
125029,-0.03,-0.01,-1.05,28.11,2.29,0.73,0.25
125133,-0.03,0.00,-1.04,28.06,2.52,0.58,0.02
125238,-0.04,0.00,-1.06,28.06,2.31,1.03,0.15
125343,-0.02,0.00,-1.03,28.11,2.40,0.75,0.07
125448,-0.03,-0.01,-1.05,28.06,2.44,0.77,0.14
125552,-0.03,-0.00,-1.05,28.06,2.39,0.68,0.14
125657,-0.02,-0.00,-1.04,28.11,2.24,0.70,0.11
125761,-0.03,-0.00,-1.04,28.06,2.35,0.60,0.01
125865,-0.03,-0.00,-1.04,28.01,2.31,0.80,0.22
125971,-0.02,-0.00,-1.03,28.11,2.18,0.78,0.08
126075,-0.03,-0.00,-1.04,28.06,2.53,0.79,0.01
126180,-0.02,-0.01,-1.04,28.11,2.46,0.60,0.00
126284,-0.03,-0.02,-1.04,28.11,2.16,0.72,0.02
126389,-0.02,-0.01,-1.04,28.06,2.38,0.70,0.21
126493,-0.03,-0.01,-1.04,28.11,2.48,0.72,0.10
126598,-0.02,-0.00,-1.05,28.11,2.21,0.71,0.16
126703,-0.02,-0.01,-1.05,28.15,2.38,0.72,0.08
126808,-0.03,-0.01,-1.04,28.11,2.46,0.88,0.11
126912,-0.03,-0.01,-1.04,28.01,2.27,0.87,0.10
127016,-0.03,-0.00,-1.05,28.15,2.34,0.74,0.24
127121,-0.03,-0.01,-1.04,28.11,2.21,0.52,-0.11
127225,-0.03,-0.00,-1.04,28.15,2.45,0.75,0.08
127331,-0.03,-0.00,-1.04,28.15,2.29,0.69,0.01
127435,-0.03,-0.00,-1.05,28.11,2.31,0.71,0.11
127540,-0.02,-0.01,-1.04,28.06,2.18,0.58,0.11
127644,-0.03,-0.01,-1.05,28.11,2.42,0.76,0.28
127749,-0.02,-0.01,-1.04,28.15,2.24,0.75,0.34
127853,-0.03,-0.00,-1.04,28.11,2.15,0.76,-0.05
127959,-0.03,-0.00,-1.04,28.20,2.31,0.69,0.00
128063,-0.03,-0.01,-1.04,28.11,2.24,0.79,0.11
128167,-0.02,-0.01,-1.04,28.11,2.47,0.76,0.10
128272,-0.02,-0.00,-1.05,28.06,2.34,0.58,0.05
128376,-0.03,-0.00,-1.05,28.06,2.52,0.73,0.20
128481,-0.02,-0.00,-1.04,28.11,2.46,0.60,0.15
128585,-0.02,-0.00,-1.04,28.06,2.24,0.73,0.01
128691,-0.02,-0.01,-1.03,28.01,2.37,0.82,0.15
128795,-0.02,-0.00,-1.04,28.11,2.44,0.69,0.10
128900,-0.03,-0.00,-1.05,28.01,2.21,0.56,0.13
129004,-0.02,0.00,-1.04,28.15,2.25,0.95,0.13
129108,-0.02,-0.00,-1.04,28.11,2.36,0.76,0.11
129213,-0.02,-0.00,-1.04,28.11,2.19,0.51,0.00
129318,-0.03,-0.00,-1.04,28.15,2.25,0.67,0.18
129423,-0.03,0.00,-1.05,28.01,2.38,0.81,0.07
129527,-0.03,-0.01,-1.04,28.01,2.39,0.79,0.15
129632,-0.02,-0.00,-1.04,28.06,2.45,0.72,0.08
129736,-0.03,-0.01,-1.04,28.11,2.18,0.73,-0.03
129841,-0.03,-0.00,-1.04,28.11,2.37,0.76,0.07
129945,-0.02,-0.01,-1.04,28.06,2.40,0.64,0.02
130051,-0.03,-0.00,-1.04,28.11,2.23,0.88,0.22
130155,-0.02,-0.01,-1.04,28.11,2.31,0.82,0.15
130259,-0.02,-0.00,-1.05,28.01,2.42,0.84,0.05
130364,-0.02,-0.01,-1.04,28.06,2.37,0.84,0.12
130468,-0.03,-0.01,-1.04,28.11,2.27,0.73,0.03
130573,-0.02,-0.00,-1.04,28.11,2.40,0.77,0.11
130678,-0.02,-0.00,-1.05,28.06,2.42,0.68,0.30
130783,-0.03,-0.01,-1.04,28.01,2.75,0.66,0.19
130887,-0.03,-0.00,-1.04,28.11,2.31,0.60,-0.02
130992,-0.02,-0.00,-1.04,28.15,2.32,0.56,0.15
131096,-0.03,-0.01,-1.05,28.15,2.32,0.94,0.11
131201,-0.03,-0.01,-1.04,28.20,2.18,0.74,0.08
131306,-0.02,-0.00,-1.04,28.01,2.31,0.89,0.06
131410,-0.03,-0.00,-1.04,28.15,2.24,0.79,0.08
131515,-0.02,-0.00,-1.05,28.01,2.08,0.63,0.00
131619,-0.02,-0.01,-1.03,28.06,2.29,0.78,0.21
131724,-0.03,-0.00,-1.04,28.11,2.25,0.69,-0.11
131828,-0.03,-0.01,-1.04,28.06,2.52,0.71,-0.13
131933,-0.03,-0.00,-1.04,28.15,2.24,0.79,0.22
132038,-0.02,-0.00,-1.05,28.11,2.37,0.74,0.20
132143,-0.03,-0.00,-1.04,28.06,2.18,0.79,0.31
132247,-0.03,-0.00,-1.04,28.11,2.29,0.79,0.05
132352,-0.02,-0.01,-1.03,28.11,2.17,0.82,0.17
132456,-0.03,0.00,-1.04,28.15,2.34,0.72,0.17
132560,-0.02,-0.01,-1.04,28.11,2.47,0.68,0.05
132666,-0.03,-0.01,-1.05,28.11,2.59,0.88,0.15
132770,-0.02,-0.00,-1.05,28.06,2.35,0.66,-0.05
132875,-0.02,-0.00,-1.04,28.06,2.56,0.85,0.23
132979,-0.03,0.00,-1.05,28.11,2.31,0.78,0.13
133084,-0.02,-0.00,-1.04,28.06,2.46,0.76,0.08
133188,-0.03,-0.00,-1.05,28.15,2.31,0.62,0.13
133293,-0.03,0.00,-1.03,28.11,2.22,0.77,-0.05
133398,-0.02,-0.00,-1.03,28.06,2.41,0.74,0.09
133502,-0.02,-0.01,-1.06,28.11,2.40,0.88,0.15
133607,-0.03,-0.00,-1.04,28.11,2.52,0.79,0.08
133711,-0.03,-0.01,-1.05,28.06,2.34,0.63,0.08
133816,-0.03,-0.00,-1.04,28.11,2.24,0.67,0.13
133920,-0.03,-0.00,-1.04,28.01,2.63,0.85,0.11
134026,-0.03,-0.00,-1.06,27.97,2.41,0.60,-0.08
134130,-0.02,-0.00,-1.04,28.01,2.11,0.66,0.09
134235,-0.03,-0.01,-1.04,28.06,2.33,0.80,0.11
134339,-0.03,-0.01,-1.05,28.11,2.42,0.79,0.12
134444,-0.02,-0.01,-1.05,28.01,2.31,0.79,0.15
134548,-0.02,-0.01,-1.04,28.15,2.32,0.65,0.04
134653,-0.03,-0.01,-1.05,28.11,2.00,0.82,0.06
134758,-0.02,-0.01,-1.04,28.11,2.43,0.60,-0.06
134862,-0.02,-0.01,-1.05,28.06,2.26,0.82,0.10
134967,-0.03,-0.00,-1.05,28.20,2.16,0.73,0.22
135071,-0.03,0.00,-1.05,28.11,2.37,0.78,0.27
135176,-0.02,-0.01,-1.04,28.15,2.09,0.92,0.00
135280,-0.02,-0.00,-1.04,28.11,2.27,0.56,0.15
135386,-0.02,0.00,-1.04,28.11,2.28,0.73,-0.01
135490,-0.03,-0.00,-1.05,28.15,2.39,0.71,0.07
135595,-0.03,-0.00,-1.04,28.11,2.29,0.74,0.04
135699,-0.03,-0.00,-1.04,28.15,2.47,0.81,0.12
135803,-0.03,-0.00,-1.04,28.11,2.24,0.89,0.16
135908,-0.02,-0.01,-1.04,28.15,2.27,0.80,0.04
136013,-0.02,-0.00,-1.03,28.11,2.40,0.65,0.14
136118,-0.03,-0.00,-1.04,28.06,2.34,0.76,0.15
136222,-0.02,-0.01,-1.04,28.11,2.26,0.70,0.06
136327,-0.03,-0.01,-1.04,28.15,2.36,0.63,0.21
136431,-0.03,-0.00,-1.04,28.11,2.41,0.67,0.14
136536,-0.03,-0.01,-1.05,28.11,2.30,0.81,0.00
136640,-0.03,-0.00,-1.04,28.06,2.27,0.72,0.11
136745,-0.03,-0.00,-1.04,28.11,2.42,0.78,0.13
136850,-0.03,-0.01,-1.04,27.97,2.46,0.67,-0.07
136954,-0.02,-0.01,-1.05,28.11,2.42,0.86,0.12
137059,-0.02,-0.00,-1.04,28.11,2.23,0.90,-0.05
137163,-0.03,-0.01,-1.05,28.06,2.32,0.80,0.07
137268,-0.03,0.00,-1.05,28.01,2.23,0.69,0.05
137373,-0.03,-0.00,-1.05,28.15,2.56,0.70,0.03
137478,-0.03,-0.00,-1.04,28.11,2.28,0.76,0.21
137582,-0.03,0.00,-1.04,28.11,2.18,0.88,0.11
137687,-0.02,0.00,-1.04,28.06,2.34,0.69,0.07
137791,-0.03,-0.01,-1.04,28.01,2.32,0.52,0.11
137895,-0.03,-0.00,-1.04,28.06,2.45,0.86,-0.11
138000,-0.03,-0.00,-1.05,28.20,2.52,0.66,0.14
138105,-0.03,-0.00,-1.04,28.06,2.49,0.72,0.17
138210,-0.02,0.00,-1.04,28.01,2.29,0.71,0.21
138314,-0.03,-0.01,-1.04,28.06,2.33,0.95,0.18
138419,-0.03,-0.00,-1.04,28.06,2.56,0.76,0.18
138523,-0.01,-0.01,-1.04,28.01,2.03,0.71,0.08
138628,-0.03,0.00,-1.05,28.06,2.13,0.66,0.29
138733,-0.03,-0.01,-1.04,28.11,2.48,0.65,0.06
138838,-0.03,-0.00,-1.05,28.06,2.48,0.73,0.07
138942,-0.02,0.00,-1.04,28.11,2.43,0.89,0.10
139046,-0.02,-0.01,-1.04,28.06,2.21,0.53,0.08
139151,-0.03,-0.00,-1.04,28.11,2.35,0.62,0.08
139255,-0.03,-0.01,-1.04,28.15,2.38,0.73,0.14
139360,-0.03,-0.00,-1.05,28.11,2.39,0.77,0.05
139465,-0.03,0.00,-1.04,28.11,2.41,0.83,0.18
139570,-0.03,-0.00,-1.04,28.06,2.36,0.71,0.15
139674,-0.03,-0.01,-1.04,28.11,2.35,0.78,0.08
139779,-0.03,-0.01,-1.04,28.01,2.30,0.60,0.20
139883,-0.03,-0.00,-1.04,28.11,2.33,0.75,0.18
139987,-0.02,-0.01,-1.04,28.11,2.46,0.46,-0.07
140093,-0.03,-0.00,-1.04,27.97,2.32,0.76,0.22
140197,-0.03,-0.01,-1.04,28.11,2.36,0.70,-0.01
140302,-0.02,-0.01,-1.04,28.15,2.14,0.85,0.09
140406,-0.02,-0.00,-1.04,28.01,2.37,0.60,0.07
140511,-0.02,-0.01,-1.04,28.06,2.17,0.79,-0.04
140615,-0.03,-0.01,-1.05,28.11,2.46,0.79,0.08
140721,-0.02,-0.01,-1.04,28.11,2.34,0.92,0.18
140825,-0.03,-0.00,-1.04,28.06,2.22,0.69,0.27
140930,-0.03,0.00,-1.04,28.01,2.37,0.71,0.13
141034,-0.03,-0.01,-1.04,28.15,2.31,0.66,0.05
141138,-0.02,-0.00,-1.04,28.11,2.27,0.75,0.14
141243,-0.03,-0.01,-1.04,28.11,2.39,0.94,0.18
141348,-0.03,-0.01,-1.04,28.01,2.29,0.78,0.10
141453,-0.03,-0.01,-1.04,28.06,2.34,0.79,0.02
141557,-0.03,-0.01,-1.04,28.11,2.31,0.77,0.14
141662,-0.02,-0.00,-1.04,28.06,2.32,0.73,0.21
141766,-0.03,-0.01,-1.04,28.11,2.15,0.70,0.14
141871,-0.03,-0.00,-1.05,28.01,2.34,0.63,0.18
141975,-0.03,-0.00,-1.04,28.06,2.51,0.48,0.08
142081,-0.03,-0.00,-1.05,28.01,2.24,0.81,0.14
142185,-0.03,-0.01,-1.03,28.06,2.12,0.60,0.17
142289,-0.03,-0.01,-1.04,28.11,2.44,0.85,0.04
142394,-0.03,-0.01,-1.04,28.01,2.21,0.68,0.15
142498,-0.02,0.01,-1.05,28.01,2.18,0.82,0.04
142603,-0.02,0.00,-1.04,28.11,2.42,0.73,0.17
142708,-0.03,-0.00,-1.04,28.11,2.44,0.80,-0.05
142813,-0.03,-0.01,-1.05,28.01,2.27,0.85,0.03
142917,-0.02,-0.01,-1.04,28.06,2.21,0.77,0.18
143022,-0.03,-0.00,-1.04,28.15,2.34,0.74,0.11
143126,-0.03,-0.01,-1.05,28.11,2.29,0.86,0.08
143230,-0.03,-0.00,-1.05,28.06,2.31,0.89,0.14
143336,-0.02,-0.00,-1.04,28.06,2.50,0.89,-0.07
143440,-0.02,-0.01,-1.05,28.20,2.05,0.66,0.18
143545,-0.02,-0.00,-1.04,28.06,2.23,0.92,0.34
143649,-0.03,-0.00,-1.04,28.11,2.20,0.86,0.14
143754,-0.03,-0.01,-1.04,28.15,2.20,0.84,0.23
143858,-0.03,-0.01,-1.04,28.11,2.35,0.73,0.23
143963,-0.03,-0.00,-1.05,28.11,2.47,0.98,0.19
144068,-0.03,-0.00,-1.04,28.06,2.34,0.92,0.08
144173,-0.03,-0.00,-1.04,28.11,2.21,0.89,0.11
144277,-0.03,0.00,-1.04,28.01,2.02,0.78,0.02
144381,-0.02,0.00,-1.04,28.01,2.33,0.67,0.01
144486,-0.03,-0.00,-1.05,28.01,2.27,0.83,0.32
144590,-0.02,-0.00,-1.04,28.06,2.47,0.67,0.19
144696,-0.03,-0.01,-1.04,28.11,2.30,0.63,0.17
144800,-0.02,-0.01,-1.04,28.06,2.18,0.71,0.06
144905,-0.03,-0.01,-1.04,28.11,2.12,0.78,0.06
145009,-0.02,-0.00,-1.03,28.06,2.33,0.71,0.08
145114,-0.02,-0.01,-1.04,28.11,2.23,0.93,0.11
145218,-0.03,-0.01,-1.04,28.15,2.33,0.73,0.21
145324,-0.03,-0.01,-1.04,28.11,2.33,0.64,0.15
145428,-0.03,-0.00,-1.04,28.06,2.30,0.68,0.08
145532,-0.03,-0.01,-1.05,28.01,2.34,0.81,0.08
145637,-0.02,-0.01,-1.05,28.15,2.21,0.89,0.11
145741,-0.03,-0.00,-1.05,27.97,2.32,0.78,0.20
145846,-0.03,-0.00,-1.05,28.11,2.30,0.76,0.20
145950,-0.02,-0.00,-1.04,28.06,2.32,0.97,-0.02
146056,-0.03,-0.00,-1.04,28.20,2.33,0.58,0.18
146160,-0.02,0.00,-1.04,28.06,2.04,0.78,-0.01
146265,-0.03,0.00,-1.03,28.11,2.45,0.57,0.10
146369,-0.03,-0.00,-1.04,28.06,2.28,0.71,0.07
146473,-0.03,-0.00,-1.05,28.11,2.41,0.66,-0.02
146578,-0.03,-0.00,-1.05,28.06,2.24,0.62,0.19
146682,-0.03,-0.00,-1.04,28.11,2.36,0.75,0.15
146788,-0.03,-0.00,-1.04,28.06,2.37,0.56,0.02
146892,-0.02,-0.01,-1.04,28.01,2.23,0.86,0.12
146997,-0.02,-0.00,-1.04,28.06,2.25,0.73,0.09
147101,-0.03,-0.01,-1.04,28.01,2.45,0.76,0.18
147206,-0.03,-0.00,-1.05,28.15,2.24,0.86,0.18
147310,-0.03,-0.00,-1.05,28.11,2.47,0.79,0.00
147416,-0.02,0.00,-1.04,28.06,2.23,0.76,0.15
147520,-0.03,-0.00,-1.05,28.06,2.31,0.79,0.12
147624,-0.04,-0.01,-1.05,28.11,2.39,0.73,-0.09
147729,-0.03,-0.00,-1.04,28.06,2.61,0.72,0.17
147833,-0.03,0.00,-1.03,27.97,2.04,0.89,0.14
147938,-0.03,0.00,-1.04,28.11,2.42,0.66,0.25
148042,-0.03,-0.00,-1.04,28.06,2.37,0.76,0.21
148148,-0.03,-0.01,-1.05,28.11,2.21,0.89,0.19
148252,-0.03,-0.00,-1.03,28.15,2.21,0.79,0.08
148357,-0.03,-0.01,-1.04,28.11,2.29,0.85,0.18
148461,-0.03,-0.00,-1.04,28.06,2.40,0.88,0.11
148566,-0.02,-0.00,-1.04,28.01,2.40,0.67,0.04
148670,-0.03,-0.00,-1.05,28.06,2.25,0.86,0.17
148775,-0.02,-0.01,-1.05,28.01,2.34,0.76,-0.08
148880,-0.03,-0.01,-1.04,28.06,2.38,0.70,0.17
148984,-0.02,-0.00,-1.05,28.01,2.18,0.46,0.11
149089,-0.02,-0.01,-1.05,28.15,2.28,0.80,0.15
149193,-0.02,-0.01,-1.04,28.01,2.39,0.77,0.15
149298,-0.03,-0.00,-1.05,28.06,2.18,0.56,0.14
149403,-0.02,-0.00,-1.04,28.06,2.33,0.66,0.09
149508,-0.02,-0.00,-1.04,28.06,2.31,0.72,0.31
149612,-0.03,-0.01,-1.04,28.06,2.39,0.92,0.08
149716,-0.03,-0.00,-1.05,28.11,2.21,0.69,0.05
149821,-0.03,-0.01,-1.04,28.11,2.21,0.81,0.05
149925,-0.03,-0.00,-1.04,28.01,2.32,0.70,0.18
150030,-0.02,-0.01,-1.03,28.06,2.33,0.87,0.16
150135,-0.03,-0.00,-1.04,28.01,2.34,0.74,0.14
150240,-0.03,-0.01,-1.04,28.06,2.47,0.60,0.12
150344,-0.03,-0.01,-1.04,28.01,2.36,0.85,0.31
150449,-0.03,0.00,-1.04,28.11,2.34,0.68,0.05
150553,-0.03,-0.01,-1.04,28.06,2.33,0.56,0.15
150658,-0.03,-0.00,-1.04,28.11,2.41,0.88,0.01
150763,-0.03,-0.01,-1.05,28.06,2.34,0.82,0.22
150867,-0.03,-0.01,-1.03,28.11,2.35,0.79,0.03
150972,-0.03,-0.00,-1.04,28.06,2.24,0.81,-0.06
151076,-0.03,0.00,-1.04,28.01,2.35,0.75,0.11
151181,-0.02,-0.00,-1.04,28.06,2.30,0.73,0.19
151285,-0.03,-0.00,-1.04,28.01,2.40,0.85,-0.01
151390,-0.03,0.00,-1.05,28.06,2.42,0.72,0.15
151495,-0.02,-0.01,-1.04,27.97,2.21,0.78,0.09
151600,-0.03,-0.01,-1.04,28.01,2.18,0.78,0.05
151704,-0.02,-0.00,-1.04,28.11,2.43,0.76,0.18
151809,-0.02,-0.01,-1.05,28.11,2.18,0.81,0.08
151913,-0.02,-0.00,-1.05,28.15,2.20,0.79,0.15
152017,-0.02,-0.00,-1.04,28.11,2.42,0.82,0.08
152123,-0.03,-0.01,-1.04,28.06,2.44,0.73,0.02
152227,-0.03,-0.00,-1.04,28.11,2.16,0.69,-0.01
152332,-0.03,0.00,-1.05,28.06,2.42,0.68,-0.04
152436,-0.03,-0.00,-1.05,27.97,2.19,0.56,0.15
152541,-0.03,0.00,-1.04,28.01,2.41,0.76,0.08
152645,-0.03,-0.00,-1.04,28.06,2.27,0.74,0.23
152751,-0.03,-0.01,-1.04,28.01,2.49,0.56,0.10
152855,-0.02,-0.00,-1.05,28.06,2.31,0.66,0.13
152960,-0.02,-0.00,-1.05,28.01,2.49,0.67,-0.06
153064,-0.02,-0.00,-1.04,28.01,2.44,0.72,0.13
153168,-0.03,-0.00,-1.05,28.11,2.51,0.69,0.05
153273,-0.03,-0.00,-1.05,28.06,2.34,0.75,0.11
153377,-0.03,-0.00,-1.05,28.11,2.24,0.70,0.13
153483,-0.03,-0.00,-1.04,27.97,2.27,0.72,0.05
153587,-0.03,-0.01,-1.03,28.01,2.21,0.79,0.13
153692,-0.03,-0.01,-1.04,27.97,2.09,0.81,0.08
153796,-0.03,-0.01,-1.04,28.01,2.24,0.79,0.19
153901,-0.03,-0.01,-1.04,28.06,2.29,0.83,0.08
154005,-0.02,-0.00,-1.04,28.01,2.44,0.63,-0.02
154110,-0.03,-0.01,-1.04,28.06,2.38,0.79,-0.04
154215,-0.02,-0.00,-1.04,28.01,2.20,0.73,0.00
154319,-0.03,-0.01,-1.04,28.11,2.28,0.83,0.27
154424,-0.02,-0.00,-1.04,27.97,2.18,0.72,0.10
154528,-0.03,-0.01,-1.04,28.11,2.42,0.72,0.21
154633,-0.03,0.00,-1.05,28.06,2.20,0.69,0.02
154737,-0.03,-0.00,-1.04,28.11,2.24,0.80,0.18
154843,-0.02,-0.01,-1.05,27.97,2.32,0.73,0.16
154947,-0.03,-0.00,-1.05,28.11,2.44,0.85,0.21
155052,-0.02,-0.00,-1.04,28.06,2.43,0.73,0.22
155156,-0.02,-0.00,-1.04,27.92,2.31,0.79,-0.02
155260,-0.03,-0.01,-1.04,28.01,2.31,0.77,-0.05
155365,-0.03,-0.00,-1.04,28.06,2.30,0.66,0.02
155470,-0.03,-0.01,-1.04,28.01,2.20,0.63,0.18
155575,-0.03,-0.00,-1.05,28.06,2.24,0.90,0.22
155679,-0.02,-0.01,-1.04,28.01,2.32,0.89,0.13
155784,-0.03,0.00,-1.03,27.97,2.28,0.68,0.37
155888,-0.03,-0.00,-1.04,27.97,2.16,0.53,0.07
155993,-0.02,-0.01,-1.04,27.92,2.33,0.57,0.18
156097,-0.03,-0.01,-1.05,28.15,2.40,0.75,0.21
156203,-0.03,-0.01,-1.05,28.01,2.45,0.71,0.08
156307,-0.03,-0.01,-1.04,28.06,2.28,0.69,0.31
156411,-0.03,0.00,-1.04,28.01,2.15,0.67,0.02
156516,-0.03,-0.01,-1.04,27.97,2.21,0.77,0.24
156620,-0.03,-0.01,-1.04,28.01,2.34,0.69,0.15
156725,-0.03,-0.01,-1.05,27.97,2.53,0.74,0.08
156830,-0.03,-0.01,-1.05,28.11,2.24,0.73,0.17
