Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
123648,0.05,1.00,0.00,30.41,2.34,0.78,0.23
123752,0.04,1.01,0.01,30.46,2.13,0.79,-0.16
123856,0.02,1.00,-0.00,30.46,2.24,0.73,0.01
123961,0.03,1.00,0.00,30.51,2.14,0.64,-0.01
124065,0.04,1.01,0.00,30.46,2.20,0.79,0.11
124170,0.00,0.99,0.00,30.51,2.37,0.66,0.02
124274,0.04,1.01,-0.00,30.46,2.22,0.73,0.08
124380,0.03,1.00,0.01,30.55,2.20,0.76,0.05
124484,0.03,1.00,0.00,30.51,2.24,0.79,0.14
124589,-0.00,0.99,0.00,30.46,2.27,0.79,0.12
124693,0.05,1.01,0.00,30.46,2.11,0.77,0.09
124797,-0.01,0.99,0.01,30.51,2.49,0.76,0.11
124902,0.04,1.01,-0.00,30.55,2.53,0.68,0.11
125006,0.04,1.00,-0.00,30.51,2.25,0.69,-0.12
125112,-0.01,0.98,0.01,30.46,2.48,0.66,0.18
125216,0.05,1.01,0.00,30.51,2.37,0.78,0.01
125321,-0.01,0.99,0.00,30.46,2.24,0.61,0.14
125425,0.00,1.00,-0.00,30.46,2.41,0.60,-0.14
125530,0.04,1.01,0.00,30.51,2.27,0.73,-0.10
125634,-0.00,0.99,0.00,30.46,2.27,0.87,0.02
125739,-0.00,0.98,-0.00,30.41,2.22,0.72,0.11
125843,-0.01,0.99,0.00,30.55,2.40,0.70,0.10
125948,-0.01,0.98,-0.00,30.41,2.26,0.74,-0.02
126053,0.01,1.00,0.00,30.37,2.09,0.72,0.00
126157,0.04,1.01,0.00,30.46,2.07,0.78,0.09
126262,-0.00,0.99,-0.01,30.41,2.28,0.76,0.08
126366,0.02,1.00,-0.00,30.46,2.33,0.70,0.07
126471,0.02,0.99,0.00,30.51,2.26,0.81,0.15
126575,0.01,1.00,0.01,30.46,2.46,0.75,0.04
126681,0.04,1.01,0.00,30.51,2.32,0.71,0.10
126785,0.04,1.01,0.00,30.46,2.30,0.82,0.04
126889,0.05,1.01,0.00,30.46,2.32,0.69,-0.08
126994,0.04,1.01,0.01,30.51,2.07,0.74,0.22
127098,0.04,1.00,0.00,30.37,2.27,0.76,-0.08
127203,0.03,1.01,-0.00,30.51,2.20,0.71,0.03
127307,0.02,1.01,0.01,30.55,1.98,0.61,0.15
127413,0.04,1.01,0.00,30.51,2.49,0.82,-0.12
127517,-0.01,0.99,0.00,30.46,2.31,0.67,0.08
127622,0.04,1.01,0.00,30.51,2.81,0.79,0.17
127726,-0.01,0.99,0.00,30.55,2.38,0.62,0.08
127831,-0.01,0.99,0.01,30.46,2.34,0.71,0.14
127935,0.02,1.00,0.01,30.51,2.41,0.89,0.18
128039,0.02,1.00,0.00,30.37,2.27,0.76,0.13
128145,-0.00,0.99,0.00,30.41,2.23,0.75,0.15
128249,0.01,1.00,0.00,30.55,2.31,0.60,0.11
128354,0.04,1.00,0.00,30.60,2.15,0.72,0.09
128458,0.02,1.00,0.00,30.60,2.18,0.79,0.10
128563,0.04,1.01,-0.00,30.46,2.12,0.67,0.06
128667,0.04,1.01,0.00,30.41,2.17,0.73,0.08
128772,-0.01,0.99,0.00,30.55,2.20,0.88,0.10
128876,0.01,0.99,0.00,30.55,2.30,0.75,0.00
128982,0.02,1.00,0.00,30.41,2.35,0.85,0.14
129086,0.04,1.01,0.00,30.46,2.15,0.65,-0.02
129190,0.01,0.99,0.01,30.46,2.37,0.70,0.01
129295,0.00,0.99,0.00,30.51,2.29,0.55,0.14
129399,0.05,1.00,0.00,30.55,2.36,0.76,0.11
129504,0.03,1.00,-0.00,30.51,2.31,0.96,0.06
129608,-0.01,0.98,0.00,30.46,2.21,0.81,0.16
129714,0.04,1.01,0.00,30.51,2.42,0.57,0.08
129818,0.00,0.98,0.01,30.46,2.37,0.81,-0.01
129923,-0.01,1.00,-0.00,30.55,2.22,0.81,0.07
130027,0.04,1.01,0.01,30.51,2.34,0.92,0.23
130131,0.03,1.01,-0.01,30.55,2.18,0.71,0.14
130236,0.04,1.01,-0.00,30.51,2.07,0.53,0.28
130340,0.04,1.00,-0.00,30.46,2.37,0.80,0.07
130446,-0.00,0.99,0.01,30.46,2.22,0.89,0.11
130550,-0.01,0.99,-0.00,30.46,2.18,0.69,0.27
130655,0.05,1.01,0.00,30.51,2.25,0.85,-0.02
130759,-0.00,0.99,0.00,30.55,2.45,0.56,0.07
130864,0.01,1.00,-0.00,30.46,2.11,0.55,0.10
130968,0.02,1.01,0.00,30.41,2.29,0.69,-0.04
131073,0.04,1.01,-0.00,30.46,2.18,0.63,0.27
131178,0.00,1.00,0.00,30.41,2.39,0.79,-0.08
131282,-0.01,0.99,-0.00,30.46,2.15,0.76,0.02
131387,-0.01,0.99,0.01,30.46,2.33,0.83,0.26
131491,0.01,1.00,0.00,30.51,2.15,0.73,0.16
131596,0.02,1.00,0.01,30.46,2.13,0.71,0.03
131700,0.04,1.00,0.00,30.51,2.28,0.73,0.16
131805,0.04,1.00,-0.01,30.55,2.32,0.85,0.04
131910,0.03,1.01,0.01,30.41,2.29,0.71,-0.01
132015,0.05,1.01,-0.00,30.55,2.34,0.74,0.12
132119,0.04,1.00,0.00,30.51,2.09,0.74,0.05
132224,0.03,1.00,0.00,30.51,2.27,0.78,-0.11
132328,0.03,1.00,0.00,30.55,2.27,0.81,0.15
132432,-0.00,0.99,-0.00,30.41,2.22,0.81,0.02
132537,0.04,1.01,0.00,30.46,2.37,0.60,0.13
132642,0.04,1.01,0.00,30.51,2.15,0.80,0.14
132747,-0.01,0.99,0.00,30.55,2.15,0.79,0.22
132851,0.01,1.00,0.00,30.46,2.13,0.90,0.22
132956,0.00,0.99,0.00,30.41,2.11,0.65,0.04
133060,0.02,1.00,-0.00,30.55,2.40,0.68,0.13
133165,0.02,1.01,0.00,30.51,2.36,0.78,0.11
133269,0.02,1.00,0.00,30.55,2.28,0.87,0.15
133374,0.00,1.00,-0.00,30.55,2.15,0.81,0.21
133479,0.01,1.00,0.01,30.51,2.37,0.76,0.02
133583,0.04,1.01,0.00,30.46,2.16,0.59,0.10
133688,0.04,1.01,0.00,30.41,2.21,0.66,0.12
133792,-0.01,1.00,0.00,30.46,2.26,0.88,0.01
133897,0.00,0.99,0.00,30.46,2.33,0.85,0.14
134001,0.03,1.00,0.01,30.51,2.32,0.72,0.21
134106,0.04,1.01,0.01,30.46,1.96,0.82,0.02
134211,0.00,0.99,-0.00,30.60,2.04,0.89,0.11
134316,0.04,1.01,-0.00,30.55,2.08,0.70,0.21
134420,0.03,1.00,-0.01,30.55,2.24,0.76,0.02
134524,0.01,0.99,-0.00,30.51,2.44,0.69,0.05
134629,0.03,1.00,-0.00,30.46,2.20,0.79,0.20
134733,0.01,1.00,0.01,30.51,2.22,0.74,0.12
134838,-0.01,0.99,0.00,30.46,2.40,0.81,0.06
134943,0.02,1.00,-0.00,30.55,2.21,0.77,0.10
135048,0.03,1.00,0.01,30.41,2.47,0.56,0.02
135152,0.01,1.00,0.00,30.55,2.24,0.66,0.11
135257,0.04,1.01,0.00,30.51,2.27,0.69,0.03
135361,-0.01,0.99,-0.01,30.51,2.30,0.78,0.03
135465,0.01,1.00,-0.00,30.55,2.16,0.71,0.02
135570,0.03,1.01,0.00,30.60,2.10,0.69,0.13
135675,0.04,1.01,-0.00,30.51,2.32,0.70,0.08
135780,0.00,0.99,-0.01,30.51,2.31,0.87,0.03
135884,0.04,1.01,0.00,30.51,2.24,0.79,0.06
135989,0.00,1.00,-0.00,30.46,2.31,0.78,-0.02
136093,0.02,1.01,0.01,30.41,2.31,0.66,0.08
136198,0.00,1.00,0.01,30.55,2.32,0.76,-0.04
136302,0.02,1.00,-0.00,30.46,2.36,0.60,-0.05
136408,0.02,1.00,-0.00,30.41,2.24,0.83,0.10
136512,0.00,0.99,-0.00,30.55,2.21,0.66,0.06
136616,-0.00,0.99,-0.00,30.41,2.21,0.75,-0.05
136721,0.01,1.00,0.00,30.41,2.29,0.64,0.15
136825,0.02,0.99,-0.00,30.46,2.42,0.61,0.19
136930,0.01,1.00,-0.01,30.51,2.34,0.79,0.10
137034,-0.01,0.99,0.01,30.55,2.17,0.87,0.34
137140,-0.00,0.99,0.01,30.41,2.41,0.79,0.05
137244,0.03,1.00,-0.01,30.46,2.30,0.73,0.02
137349,0.01,0.99,-0.00,30.51,2.13,0.79,0.08
137453,0.04,1.01,0.01,30.46,2.34,0.82,0.05
137558,0.04,1.01,-0.01,30.51,2.30,0.63,0.08
137662,-0.00,0.99,0.00,30.55,2.13,0.51,0.05
137766,0.00,0.98,0.00,30.41,2.21,0.67,0.12
137872,0.04,1.01,0.00,30.46,2.19,0.72,0.21
137976,0.02,1.01,-0.00,30.51,2.33,0.48,0.22
138081,0.05,1.00,0.01,30.37,2.40,0.85,-0.08
138185,-0.01,1.00,-0.00,30.51,2.28,0.58,0.00
138290,0.01,1.01,-0.00,30.46,2.20,0.84,-0.05
138394,0.04,1.01,0.00,30.51,2.29,0.70,-0.02
138499,0.04,1.01,0.00,30.46,2.11,0.73,0.04
138603,0.04,1.01,0.00,30.41,2.24,0.64,0.10
138708,0.01,0.99,-0.00,30.55,2.17,0.72,0.24
138813,0.01,1.00,0.00,30.51,2.35,0.60,0.24
138917,0.02,1.00,-0.00,30.46,2.36,0.91,0.11
139022,0.04,1.01,-0.00,30.55,2.18,0.62,0.05
139126,-0.01,0.99,0.01,30.46,2.31,0.73,0.03
139231,-0.00,0.99,0.01,30.46,2.24,0.69,0.02
139335,0.04,1.01,0.00,30.41,2.08,0.77,0.22
139441,0.01,1.00,0.00,30.46,2.17,0.44,0.03
139545,-0.00,0.99,-0.01,30.51,2.40,0.64,0.09
139650,0.01,0.99,0.01,30.55,2.21,0.66,0.19
139754,0.01,0.99,0.00,30.46,2.16,0.51,0.04
139858,0.03,1.00,0.00,30.41,2.29,0.70,-0.02
139963,0.05,1.01,0.00,30.37,2.37,0.58,0.00
140067,0.01,0.99,-0.00,30.51,2.47,0.66,0.22
140173,0.04,1.00,0.01,30.46,2.38,0.49,0.13
140277,-0.01,0.99,0.01,30.46,2.27,0.68,0.10
140382,0.01,0.99,-0.00,30.55,2.36,0.66,-0.02
140486,-0.00,0.99,0.01,30.60,2.40,0.60,0.03
140591,-0.01,0.99,-0.00,30.46,2.24,0.74,0.20
140695,-0.00,0.99,0.00,30.51,2.24,0.81,0.12
140800,0.02,1.01,-0.00,30.46,2.14,0.69,0.15
140905,0.02,1.01,0.00,30.51,2.31,0.79,0.15
141009,0.03,1.01,0.01,30.46,2.26,0.79,0.14
141114,-0.00,0.99,0.00,30.51,2.28,0.79,0.05
141218,0.01,0.99,0.01,30.55,2.42,0.76,0.15
141323,-0.01,0.99,-0.00,30.41,2.26,0.85,-0.02
141427,-0.01,0.99,0.00,30.55,2.24,0.69,0.08
141532,0.01,1.00,-0.00,30.41,2.44,0.74,0.05
141637,0.01,0.99,0.01,30.46,2.53,0.52,0.01
141742,-0.00,1.00,0.00,30.41,2.50,0.66,0.10
141846,0.02,1.00,0.01,30.32,2.34,0.62,0.13
141950,0.03,1.00,0.00,30.46,2.40,0.62,0.18
142055,0.03,1.00,0.00,30.41,2.40,0.69,0.05
142159,0.00,0.99,-0.00,30.46,2.23,0.67,0.11
142264,0.00,0.99,-0.00,30.51,2.32,0.81,0.08
142369,0.03,1.01,-0.01,30.51,2.10,0.79,0.25
142474,-0.00,0.99,0.00,30.55,2.36,0.68,0.01
142578,0.03,1.01,-0.00,30.41,2.03,0.85,0.00
142683,0.01,1.00,0.00,30.46,2.22,0.89,0.17
142787,0.03,0.99,0.01,30.55,2.34,0.65,0.09
142892,0.03,1.00,0.00,30.46,2.06,0.68,0.13
142996,0.02,1.00,-0.00,30.51,2.27,0.94,0.08
143100,0.04,1.01,0.02,30.46,2.16,0.68,-0.02
143206,0.02,1.00,-0.00,30.41,2.37,0.68,0.10
143310,0.03,1.00,0.01,30.46,2.24,0.74,0.20
143415,0.05,1.01,0.00,30.60,2.27,0.75,0.11
143519,0.02,1.00,-0.00,30.55,2.08,0.67,0.02
143624,0.04,1.01,-0.00,30.46,2.28,0.62,0.00
143728,0.01,0.99,0.00,30.51,2.20,0.86,0.18
143833,0.00,0.99,-0.01,30.55,2.18,0.80,0.01
143938,0.00,0.99,-0.01,30.41,2.37,0.58,0.06
144043,0.04,1.00,0.01,30.46,2.18,0.62,0.05
144147,0.04,1.01,-0.00,30.55,2.28,0.89,0.10
144251,0.04,1.01,-0.00,30.51,2.44,0.60,0.02
144356,0.01,1.00,0.00,30.55,2.18,0.68,-0.03
144460,0.03,0.99,0.00,30.51,2.31,0.71,-0.01
144565,0.05,1.01,0.00,30.55,2.22,0.82,0.21
144670,-0.00,0.99,0.00,30.51,2.33,0.68,0.12
144775,0.04,1.00,0.00,30.46,2.24,0.85,0.04
144879,-0.00,0.99,-0.01,30.60,2.37,0.69,0.03
144984,0.05,1.01,0.00,30.51,2.13,0.69,0.08
145088,0.04,1.00,0.00,30.55,2.33,0.87,0.08
145192,-0.00,1.00,-0.00,30.46,2.27,0.63,0.11
145297,-0.00,0.99,-0.01,30.51,2.28,0.71,-0.11
145401,0.03,1.00,-0.00,30.55,2.08,0.80,0.27
145507,0.04,1.00,0.00,30.60,2.29,0.76,0.06
145611,-0.00,0.99,0.00,30.65,2.24,0.58,0.12
145716,-0.01,1.00,-0.00,30.55,2.05,0.75,0.12
145820,0.03,1.00,0.01,30.51,2.24,0.76,0.10
145925,0.04,1.01,0.01,30.55,2.20,0.79,-0.15
146029,0.04,1.00,0.00,30.60,2.06,0.80,0.05
146134,-0.01,1.00,0.00,30.51,2.24,0.75,0.05
146239,0.02,1.01,-0.00,30.55,2.26,0.80,0.15
146343,0.04,1.00,0.00,30.51,2.39,0.70,0.11
146448,0.00,1.00,0.01,30.60,2.40,0.69,-0.05
146552,-0.01,0.99,0.01,30.46,2.18,0.73,0.11
146657,0.02,1.00,0.00,30.51,2.30,0.72,-0.05
146761,0.02,1.01,0.00,30.65,2.42,0.92,0.12
146866,0.01,1.00,-0.00,30.51,2.37,0.73,-0.04
146971,-0.01,0.99,-0.00,30.46,2.41,0.81,0.24
147076,0.04,1.01,-0.00,30.51,2.27,0.64,0.05
147180,0.03,1.00,0.01,30.46,2.36,0.82,0.21
147284,0.05,1.01,-0.01,30.46,2.23,0.79,0.07
147389,0.02,1.00,0.00,30.51,2.34,0.76,0.11
147493,-0.01,0.99,-0.01,30.55,2.40,0.82,0.10
147598,0.01,1.01,0.00,30.51,2.05,0.69,0.12
147703,0.01,1.00,-0.00,30.55,2.06,0.76,0.05
147808,0.04,1.01,0.00,30.51,2.28,0.73,-0.03
147912,0.04,1.01,0.00,30.65,2.18,0.77,0.02
148017,-0.00,1.00,0.01,30.51,2.21,0.82,0.18
148121,0.02,1.00,0.00,30.55,2.36,0.84,0.04
148226,0.01,0.99,-0.01,30.51,2.21,0.66,0.23
148330,0.01,1.00,-0.00,30.55,2.28,0.76,0.11
148435,0.02,1.00,0.00,30.60,2.37,0.85,0.13
148540,-0.00,0.99,0.00,30.46,2.27,0.74,-0.08
148644,0.01,0.99,0.01,30.51,2.31,0.73,0.04
148749,0.04,1.00,0.01,30.55,2.27,0.75,0.15
148853,0.03,1.00,0.00,30.51,2.07,0.79,0.14
148958,-0.00,0.99,0.01,30.55,2.34,0.91,0.33
149062,-0.01,0.99,0.01,30.51,2.24,0.64,0.05
149168,0.03,1.01,0.00,30.60,2.19,0.67,0.05
149272,0.04,1.00,-0.00,30.55,2.21,0.66,0.08
149377,-0.01,1.00,-0.00,30.51,2.21,0.72,0.05
149481,0.01,1.00,0.00,30.37,2.36,0.65,-0.06
149585,0.02,1.00,0.01,30.41,2.11,0.79,0.07
149690,0.00,1.00,0.00,30.55,2.18,0.57,0.03
149794,0.03,1.01,0.01,30.51,2.41,0.66,0.07
149900,0.00,0.99,-0.01,30.65,2.18,0.73,0.13
150004,0.04,1.01,0.01,30.55,2.33,0.62,0.08
150109,0.00,0.99,0.00,30.51,2.11,0.79,0.15
150213,0.02,1.00,-0.01,30.55,2.27,0.68,0.15
150318,0.01,1.00,0.01,30.51,2.24,0.82,-0.08
150422,0.04,1.01,0.00,30.46,2.26,0.89,0.18
150526,0.02,1.00,0.01,30.60,2.26,0.80,-0.11
150632,0.02,0.99,0.00,30.46,2.18,0.82,0.07
150736,-0.01,0.99,0.00,30.41,2.17,0.82,0.00
150841,-0.01,0.99,-0.00,30.55,2.27,0.78,-0.09
150945,0.02,0.99,-0.00,30.51,2.24,0.76,0.02
151050,0.00,1.00,0.00,30.46,2.27,0.82,0.04
151154,0.04,1.00,0.01,30.51,2.18,0.70,0.04
151259,0.04,1.01,0.01,30.46,2.29,0.64,0.06
151363,0.03,1.01,0.01,30.51,2.24,0.73,0.02
151469,0.00,0.99,0.00,30.51,2.21,0.85,0.06
151573,-0.01,0.99,-0.00,30.55,2.25,0.68,-0.10
151677,0.05,1.00,0.00,30.51,2.29,0.79,0.00
151782,0.03,1.01,-0.00,30.51,2.21,0.64,-0.05
151886,0.05,1.00,0.00,30.46,2.12,0.72,0.08
151991,-0.01,0.99,0.01,30.60,2.25,0.75,0.27
152095,0.03,1.00,-0.00,30.55,2.36,0.70,0.08
152201,0.02,0.99,-0.00,30.60,2.08,0.76,0.15
152305,0.02,1.01,-0.00,30.46,2.15,0.52,-0.02
152410,0.02,1.00,0.00,30.46,2.17,0.88,0.15
152514,0.04,1.01,0.01,30.51,2.26,0.66,-0.03
152619,0.03,1.01,-0.00,30.55,2.50,0.75,0.18
152723,0.01,0.99,0.00,30.41,2.37,0.55,0.19
152827,-0.00,1.00,0.00,30.51,2.15,0.70,0.10
152933,0.04,1.01,-0.00,30.65,2.37,0.67,0.15
153037,0.04,1.01,-0.00,30.51,2.58,0.67,0.09
153142,0.01,0.99,0.01,30.46,2.43,0.71,-0.08
153246,0.04,1.01,0.00,30.51,2.36,0.69,0.05
153351,-0.00,0.99,-0.00,30.41,2.28,0.73,0.00
153455,-0.01,0.99,-0.00,30.55,2.31,0.66,0.15
153560,0.02,1.00,-0.00,30.41,2.43,0.67,0.20
153665,0.00,1.00,0.01,30.55,2.21,0.78,-0.10
153769,-0.01,0.98,0.00,30.51,2.40,0.79,-0.02
153874,0.01,0.99,0.01,30.51,2.23,0.94,0.06
153978,0.02,1.00,0.00,30.55,2.12,0.70,0.18
154083,-0.01,0.99,0.00,30.60,2.24,0.65,0.00
154187,0.03,1.00,0.00,30.51,2.37,0.97,0.09
154292,-0.00,0.99,-0.00,30.46,2.08,0.66,0.11
154396,0.02,1.00,0.00,30.51,2.35,0.69,0.15
154502,-0.01,0.99,0.00,30.55,2.15,0.74,0.14
154606,0.02,1.00,0.01,30.51,2.19,0.72,0.02
154711,-0.00,0.99,0.00,30.55,2.38,0.65,0.02
154815,0.04,1.01,-0.00,30.51,2.11,0.72,0.11
154919,0.04,1.00,0.00,30.55,2.11,0.69,0.18
155024,0.03,1.01,0.01,30.51,2.20,0.74,0.00
155128,-0.01,1.00,-0.00,30.46,2.29,0.68,0.27
155234,-0.00,0.99,0.01,30.51,2.38,0.64,0.12
155338,0.01,0.99,-0.00,30.37,2.12,0.70,0.18
155443,0.04,1.00,-0.00,30.55,2.12,0.79,0.08
155547,-0.01,1.00,0.00,30.51,2.31,0.92,0.13
155652,-0.00,0.99,-0.00,30.46,2.34,0.85,0.10
155756,0.00,0.99,0.01,30.51,2.15,0.86,0.08
155860,-0.00,0.99,0.00,30.60,2.52,0.63,0.10
155966,0.01,0.99,0.00,30.55,2.32,0.85,0.02
156070,0.01,0.99,0.01,30.46,2.46,0.62,0.00
156175,0.03,1.00,-0.00,30.41,2.23,0.55,0.10
156279,-0.01,0.99,-0.01,30.46,2.57,0.64,0.20
156384,0.04,1.00,0.00,30.51,2.27,0.73,0.07
156488,0.00,0.99,-0.01,30.46,2.34,0.71,0.21
156593,0.03,1.01,0.00,30.46,2.22,0.70,-0.05
156697,-0.00,0.99,-0.01,30.46,2.27,0.66,0.11
156803,0.00,0.99,-0.00,30.51,2.19,0.73,-0.02
156907,-0.01,0.99,-0.00,30.55,2.10,0.68,0.15
157011,-0.01,0.99,0.01,30.60,2.11,0.61,-0.02
157116,0.00,0.99,0.00,30.46,2.24,0.68,0.15
157220,0.01,0.99,0.01,30.51,2.19,0.59,0.24
157325,0.04,1.01,0.01,30.46,2.32,0.89,0.00
157429,0.00,0.99,0.01,30.46,2.29,0.81,0.05
157535,0.04,1.00,-0.01,30.41,2.18,0.63,0.20
157639,0.00,0.99,-0.00,30.55,2.34,0.80,0.10
157744,0.00,0.99,0.00,30.41,2.15,0.76,0.03
157848,0.03,1.01,-0.00,30.46,2.15,0.68,0.12
157953,-0.01,0.99,0.00,30.41,2.11,0.80,0.09
158057,0.04,1.01,0.01,30.51,2.20,0.75,-0.06
158161,0.04,1.00,-0.01,30.46,2.15,0.69,-0.02
158267,0.00,0.99,-0.00,30.51,2.11,0.64,0.01
158371,0.03,1.00,-0.00,30.55,2.36,0.70,0.04
158476,-0.00,0.99,0.00,30.51,2.16,0.79,0.05
158580,0.03,0.99,0.00,30.46,2.34,0.81,0.07
158685,0.00,0.99,-0.00,30.51,2.19,0.65,0.13
158789,-0.01,0.99,0.00,30.55,2.31,0.89,0.13
158894,0.05,1.01,0.01,30.51,2.14,0.82,-0.11
158999,0.03,1.01,0.01,30.46,2.46,0.90,0.15
159104,-0.00,0.99,0.01,30.41,2.02,0.89,0.05
159208,-0.01,0.99,0.00,30.46,2.37,0.64,0.11
159312,0.04,1.01,0.01,30.51,2.17,0.61,0.15
159417,-0.00,0.99,-0.01,30.37,2.34,0.89,0.23
159521,0.03,1.00,0.01,30.41,2.23,0.82,0.08
159626,0.04,1.00,0.01,30.46,2.32,0.76,0.01
159731,0.04,1.00,-0.00,30.51,2.27,0.78,0.14
159836,-0.01,1.00,-0.00,30.37,2.27,0.69,0.15
159940,0.02,1.00,0.00,30.51,2.13,0.66,0.05
160045,0.04,1.00,-0.00,30.46,2.35,0.76,0.10
160149,0.00,0.99,0.01,30.41,2.25,0.66,-0.05
160253,-0.01,1.00,0.00,30.46,2.18,0.78,-0.02
160358,0.00,0.99,-0.01,30.51,2.12,0.82,0.01
160463,0.03,1.00,-0.00,30.51,2.33,0.87,0.08
160568,0.04,1.00,0.00,30.46,2.12,0.71,0.11
160672,0.04,1.01,-0.00,30.46,2.13,0.52,-0.01
160777,0.01,1.00,0.01,30.51,2.41,0.69,0.10
160881,-0.01,0.99,0.01,30.46,2.20,0.82,0.11
160986,0.02,1.01,0.00,30.51,2.37,0.74,-0.03
161090,0.02,1.00,0.00,30.46,2.30,0.66,0.03
161196,-0.01,0.99,0.01,30.55,2.45,0.67,0.24
161300,0.05,1.01,0.00,30.51,2.36,0.74,0.06
161404,0.05,1.01,0.00,30.55,2.31,0.69,0.21
161509,0.04,1.01,0.01,30.51,2.48,0.73,-0.10
161613,0.02,0.99,0.00,30.55,2.22,0.82,0.01
161718,0.04,1.00,0.00,30.51,2.16,0.75,-0.09
161822,0.05,1.01,-0.00,30.37,2.23,0.73,0.07
161928,-0.00,0.99,0.00,30.51,2.34,0.71,0.03
162032,0.01,1.00,-0.01,30.46,2.36,0.70,-0.05
162137,0.03,1.00,-0.00,30.60,2.05,0.60,0.03
162241,0.02,1.00,0.01,30.46,2.16,0.68,-0.07
162345,0.01,0.99,0.00,30.41,2.22,0.66,0.18
162450,-0.00,0.99,0.01,30.46,2.38,0.69,-0.07
162554,-0.01,1.00,-0.00,30.51,2.21,0.64,0.14
162660,0.02,1.00,-0.01,30.46,2.22,0.68,0.23
162764,0.03,1.01,0.01,30.46,2.27,0.79,0.26
162869,0.00,0.99,0.00,30.41,2.42,0.85,0.22
162973,-0.01,0.99,0.01,30.55,2.05,0.57,0.01
163078,0.02,0.99,-0.01,30.51,2.34,0.84,0.06
163182,0.01,1.00,-0.00,30.55,2.40,0.76,0.07
163287,0.01,1.00,0.01,30.51,2.21,0.79,0.03
163392,-0.01,0.99,-0.00,30.46,2.13,0.71,0.05
163496,0.01,0.99,0.00,30.60,2.27,0.69,0.21
163601,0.00,1.00,0.00,30.46,2.34,0.85,0.18
163705,-0.01,0.99,0.00,30.51,2.24,0.52,0.14
163810,0.01,1.00,-0.00,30.46,2.33,0.66,0.02
163914,0.04,1.00,0.00,30.51,2.27,0.72,0.20
164019,0.04,1.00,0.00,30.55,2.39,0.82,0.05
164124,0.04,1.01,0.01,30.51,2.30,0.72,0.05
164229,0.04,1.00,0.01,30.46,2.20,0.56,0.04
164333,-0.01,0.99,0.00,30.55,2.28,0.66,0.11
164438,0.04,1.00,0.01,30.46,2.30,0.82,0.02
164542,0.01,1.00,0.01,30.41,2.21,0.64,0.13
164646,0.02,0.99,-0.01,30.55,2.30,0.85,0.02
164751,0.03,1.00,0.00,30.41,2.30,0.69,0.23
164855,0.04,1.01,0.00,30.60,2.20,0.60,0.15
164961,0.05,1.01,0.00,30.37,2.24,0.69,0.13
165065,0.00,0.99,0.01,30.51,2.42,0.75,0.05
165170,0.00,0.99,0.00,30.46,2.18,0.85,-0.02
165274,0.00,0.99,0.01,30.51,2.36,0.73,0.07
165379,-0.01,0.99,-0.01,30.55,2.29,0.88,0.03
165483,0.00,0.99,0.00,30.41,2.39,0.73,0.14
165587,-0.01,0.99,-0.00,30.51,2.17,0.83,0.12
165693,0.01,0.99,0.01,30.46,2.27,1.06,0.05
165797,0.04,1.01,0.00,30.46,2.23,0.60,0.11
165902,0.02,1.00,0.01,30.55,2.39,0.66,0.12
166006,0.03,1.00,-0.01,30.60,2.12,0.65,0.05
166111,0.00,0.99,0.01,30.55,2.21,0.70,0.08
166215,0.04,1.00,0.00,30.60,2.34,0.76,0.06
166320,0.01,1.00,0.00,30.46,2.31,0.57,0.09
166425,0.00,1.00,0.00,30.60,2.27,0.75,0.15
166530,0.04,1.00,0.01,30.51,2.41,0.66,0.06
166634,0.03,1.00,0.00,30.46,2.11,0.81,0.08
166738,0.04,1.00,0.00,30.51,2.18,0.77,0.06
166843,0.02,1.00,0.01,30.46,2.36,0.57,0.01
166947,-0.00,0.99,-0.00,30.51,2.44,0.85,0.21
167052,-0.00,1.00,0.00,30.46,2.85,0.95,0.22
167156,0.02,0.99,0.00,30.51,2.21,0.58,-0.11
167262,0.02,1.01,-0.00,30.46,2.22,0.72,0.15
167366,0.03,1.00,0.01,30.51,2.40,0.59,-0.02
167471,-0.00,0.99,-0.00,30.46,2.33,0.74,0.05
167575,0.03,1.00,-0.00,30.51,2.06,0.74,0.20
167680,0.04,1.01,-0.00,30.46,2.21,0.63,0.16
167784,0.00,0.99,0.01,30.51,2.22,0.76,0.02
167888,0.05,0.94,-0.01,30.46,3.31,0.77,-0.17
167994,-0.00,0.99,-0.00,30.51,2.87,0.70,0.00
168098,0.04,1.01,-0.01,30.46,2.76,0.69,0.11
168203,-0.00,0.99,-0.00,30.51,2.64,0.77,-0.02
168307,0.02,0.99,0.00,30.46,2.63,0.74,0.25
168412,-0.01,0.99,0.00,30.46,2.27,0.76,-0.01
168516,-0.01,0.99,0.00,30.41,2.40,0.66,0.04
168621,-0.00,0.99,-0.01,30.46,2.39,0.73,0.08
168726,-0.00,1.00,0.01,30.41,2.33,0.78,0.11
168830,-0.01,0.99,0.00,30.46,2.37,0.85,0.16
168935,0.04,1.00,0.00,30.51,2.10,0.89,0.06
169039,0.03,1.01,-0.01,30.55,2.01,0.69,0.05
169144,0.04,1.00,-0.00,30.51,2.11,0.81,-0.02
169248,-0.00,1.00,0.01,30.65,2.11,0.85,0.08
169353,-0.01,0.99,-0.00,30.51,2.27,0.79,0.08
169458,0.01,0.99,-0.00,30.46,2.23,0.56,0.08
