Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
250009,1.01,-0.00,-0.01,29.80,2.40,0.54,0.08
250114,1.01,-0.00,-0.02,29.89,2.27,1.03,0.04
250218,1.02,0.01,-0.02,29.85,2.21,0.73,0.17
250322,1.04,0.01,-0.02,29.85,2.40,0.60,-0.01
250428,1.00,-0.01,-0.02,29.85,2.24,0.73,0.17
250532,1.00,-0.00,-0.01,29.89,2.30,0.47,0.08
250637,1.02,0.00,-0.02,29.80,2.24,0.74,0.11
250741,1.00,-0.00,-0.02,29.80,2.20,0.89,0.14
250846,1.04,0.01,-0.02,29.80,2.30,0.91,0.22
250950,1.03,0.01,-0.01,29.94,2.45,0.77,0.05
251055,1.01,-0.00,-0.01,29.94,2.19,0.59,0.18
251160,1.01,0.00,-0.02,29.89,2.22,0.69,0.04
251265,1.03,0.01,-0.01,29.89,2.29,0.87,0.11
251369,1.02,0.01,-0.01,29.80,2.09,0.58,0.20
251473,1.04,0.01,-0.01,29.89,2.21,0.79,0.10
251578,1.04,0.01,-0.02,29.85,2.20,0.69,0.16
251682,1.04,0.01,-0.01,29.85,2.27,0.76,-0.08
251787,1.02,0.01,-0.03,29.85,2.12,0.91,0.10
251892,1.04,0.02,-0.01,29.80,2.17,0.72,0.17
251997,1.03,0.01,-0.03,29.89,2.35,0.86,0.03
252101,1.03,0.01,-0.02,29.89,2.42,0.68,0.10
252206,1.01,0.00,-0.01,29.89,2.36,0.66,0.11
252310,1.03,0.00,-0.02,29.85,2.25,0.61,0.07
252414,1.01,0.00,-0.01,29.80,2.26,0.76,0.01
252519,1.01,0.00,-0.01,29.85,2.30,0.65,0.10
252624,1.01,0.01,-0.02,29.94,2.23,0.78,0.00
252729,1.03,0.01,-0.02,29.94,2.30,0.76,0.13
252833,1.04,0.01,-0.02,29.89,2.24,0.77,0.10
252938,1.01,-0.00,-0.01,29.85,2.22,0.71,0.01
253042,1.01,0.00,-0.02,29.89,2.36,0.68,0.11
253147,1.03,0.00,-0.01,29.89,2.28,0.58,0.14
253251,1.01,0.00,-0.01,29.89,2.26,0.69,0.21
253357,1.01,0.01,-0.03,29.80,2.29,0.67,0.09
253461,1.02,-0.01,-0.02,29.94,2.28,0.73,0.18
253565,1.00,0.00,-0.01,29.85,2.39,0.80,-0.03
253670,1.01,0.00,-0.02,29.94,2.14,0.70,0.11
253774,1.01,0.00,-0.01,29.89,2.31,0.62,0.16
253879,1.01,0.01,-0.01,29.89,2.40,0.92,0.05
253983,1.01,-0.01,-0.01,29.89,2.27,0.65,0.18
254089,1.01,-0.00,-0.01,29.85,2.30,0.68,0.11
254193,1.02,0.00,-0.02,29.94,2.24,0.63,0.12
254298,1.01,-0.00,-0.01,29.89,2.21,0.78,0.13
254402,1.03,0.01,-0.01,29.89,2.34,0.82,0.17
254507,1.01,0.00,-0.01,29.89,2.44,0.68,0.12
254611,1.04,0.01,-0.02,29.85,2.22,0.57,0.11
254716,1.02,0.01,-0.01,29.89,2.16,0.82,-0.05
254821,1.00,-0.00,-0.02,29.89,2.22,0.68,0.01
254925,1.04,0.00,-0.02,29.89,2.56,0.76,-0.03
255030,1.01,0.00,-0.01,29.85,2.19,0.69,-0.08
255134,1.05,0.01,-0.02,29.89,2.28,0.92,0.24
255239,1.05,0.02,-0.00,29.99,2.24,0.46,0.11
255343,1.00,0.00,-0.02,29.94,2.34,0.64,0.17
255449,1.05,0.01,-0.01,29.80,2.28,0.73,0.19
255553,1.02,0.01,-0.00,29.89,2.31,0.66,0.21
255657,1.03,0.01,-0.02,29.94,2.36,0.79,0.18
255762,1.02,0.00,-0.01,29.94,2.31,0.79,0.15
255866,1.02,0.00,-0.02,29.89,2.44,0.85,0.11
255971,1.02,0.01,-0.02,29.85,2.16,0.69,0.05
256075,1.04,0.01,-0.02,29.85,2.49,0.67,0.11
256181,1.03,0.01,-0.01,29.89,2.38,0.72,0.21
256285,1.05,0.01,-0.00,29.99,2.33,0.79,0.05
256390,1.05,0.01,-0.01,29.89,2.23,0.84,0.21
256494,1.02,0.00,-0.02,29.89,2.15,0.76,0.16
256599,1.03,0.00,-0.02,29.89,2.22,0.65,-0.11
256703,1.02,0.01,-0.02,29.94,2.20,0.61,-0.05
256807,1.01,0.01,-0.01,29.94,2.13,0.60,0.15
256913,1.01,0.01,-0.02,29.80,2.47,0.76,0.13
257017,1.02,0.01,-0.01,29.99,2.37,0.85,-0.01
257122,1.00,-0.00,-0.02,29.99,2.33,0.79,0.15
257226,1.04,0.01,-0.02,29.94,2.49,0.79,0.07
257331,1.02,0.01,-0.03,29.89,2.29,0.48,0.14
257435,1.05,0.01,-0.01,29.89,2.11,0.66,0.29
257541,1.01,0.00,-0.01,29.94,2.17,0.61,-0.03
257645,1.03,0.01,-0.02,29.94,2.31,0.68,0.10
257750,1.00,-0.00,-0.02,29.89,2.35,0.57,0.13
257854,1.01,-0.01,-0.02,29.99,2.50,0.95,0.23
257958,1.03,0.01,-0.01,29.94,2.24,0.73,0.05
258063,1.02,0.01,-0.01,29.99,2.30,0.80,0.02
258167,1.01,-0.01,-0.01,29.99,2.22,0.76,0.17
258273,1.02,0.01,-0.00,29.89,2.34,0.62,0.11
258377,1.02,0.00,-0.01,29.85,2.33,0.69,0.27
258482,1.05,0.02,-0.02,29.94,2.28,0.66,0.21
258586,1.02,0.01,-0.02,29.89,2.24,0.73,0.14
258691,1.04,0.01,-0.02,29.99,2.11,0.65,-0.01
258795,1.01,0.00,-0.01,29.89,2.40,0.76,0.04
258899,1.00,-0.00,-0.02,29.94,2.27,0.93,0.23
259005,1.04,0.01,-0.02,29.94,2.35,0.78,-0.03
259109,1.02,0.00,-0.02,29.89,2.26,0.66,0.00
259214,1.01,-0.01,-0.03,29.85,2.26,0.80,0.02
259318,1.02,0.01,-0.01,29.99,2.19,0.76,0.20
259423,1.04,0.01,-0.02,29.89,2.38,0.52,0.02
259527,1.04,0.01,-0.01,29.94,2.20,0.76,0.09
259632,1.01,0.00,-0.02,29.94,2.41,0.72,-0.04
259737,1.04,0.01,-0.02,29.89,2.24,0.75,0.09
259842,1.04,0.01,-0.02,29.89,2.08,0.94,0.15
259946,1.00,-0.00,-0.02,29.89,2.22,0.68,0.11
260050,1.01,-0.00,-0.01,30.04,2.14,0.88,0.22
260155,1.01,-0.00,-0.01,29.89,2.34,0.74,0.08
260259,1.02,0.00,-0.01,29.89,2.27,0.60,0.18
260364,1.02,-0.00,-0.01,29.94,2.22,0.93,0.00
260469,1.04,0.01,-0.02,29.94,2.26,0.63,0.15
260574,1.04,0.01,-0.02,29.85,2.16,0.71,0.07
260678,1.04,0.01,-0.01,29.99,2.29,0.64,0.18
260783,1.04,0.01,-0.02,29.89,2.34,0.80,0.14
260887,1.01,-0.00,-0.02,29.99,2.36,0.78,0.18
260992,1.02,0.01,-0.01,29.94,2.34,0.73,0.05
261096,1.01,-0.01,-0.02,29.89,2.31,0.76,0.01
261201,1.02,0.01,-0.01,29.89,2.32,0.71,0.20
261306,1.01,-0.00,-0.01,29.94,2.35,0.69,0.31
261410,1.02,0.01,-0.02,29.99,2.24,0.73,0.01
261515,1.00,-0.00,-0.02,29.99,2.16,0.79,0.03
261619,1.01,-0.01,-0.02,29.99,2.27,0.64,0.03
261724,1.00,-0.00,-0.01,30.04,2.40,0.92,0.03
261828,1.01,-0.00,-0.01,29.99,2.44,0.77,0.11
261934,1.03,0.01,-0.02,29.99,2.60,0.70,0.05
262038,1.02,-0.01,-0.03,29.94,2.37,0.85,-0.12
262142,1.03,0.01,-0.01,29.94,2.25,0.73,-0.12
262247,1.01,0.01,-0.01,29.94,2.18,0.69,-0.07
262351,1.04,0.01,-0.01,29.80,2.25,0.55,0.21
262456,1.01,0.00,-0.01,29.99,2.16,0.77,0.08
262560,1.02,0.00,-0.01,29.89,2.41,0.94,0.14
262666,1.03,0.00,-0.02,29.94,2.31,0.61,0.18
262770,1.00,0.00,-0.02,29.94,2.24,0.82,0.05
262875,1.05,0.01,-0.02,30.08,2.27,0.76,0.11
262979,1.04,0.01,-0.02,29.99,2.26,0.73,0.02
263084,1.03,0.01,-0.01,29.94,2.34,0.68,0.27
263188,1.01,-0.00,-0.02,29.94,2.11,0.66,0.08
263293,1.02,0.00,-0.01,29.89,2.13,0.92,0.17
263398,1.03,0.01,-0.02,29.99,2.25,0.69,-0.01
263502,1.03,0.01,-0.01,29.94,2.05,0.80,0.07
263607,1.02,0.00,-0.02,29.94,2.39,0.66,0.21
263711,1.05,0.02,-0.00,29.99,2.39,0.66,0.16
263816,1.00,0.00,-0.02,29.89,2.00,0.84,0.16
263920,1.01,-0.00,-0.02,29.99,2.28,0.74,-0.05
264026,1.03,0.01,-0.02,30.04,2.31,0.72,0.27
264130,1.03,0.01,-0.01,29.94,2.11,0.68,0.03
264235,1.04,0.01,-0.02,30.04,2.28,0.85,0.04
264339,1.01,0.00,-0.01,29.94,2.27,0.60,0.02
264443,1.01,0.01,-0.01,29.99,2.34,0.69,0.14
264548,1.01,-0.00,-0.01,29.89,2.27,0.75,0.08
264652,1.03,0.02,-0.01,29.99,2.21,0.65,0.00
264757,1.02,-0.00,-0.02,29.94,2.03,0.74,0.05
264862,1.04,0.01,-0.02,29.94,2.21,0.57,0.07
264967,1.03,0.01,-0.01,30.04,2.38,0.78,0.29
265071,1.00,-0.00,-0.02,29.99,2.22,0.76,0.11
265176,1.03,0.00,-0.02,29.89,2.23,0.76,0.07
265280,1.03,0.01,-0.02,29.94,2.29,0.83,0.04
265384,1.04,0.02,-0.00,29.94,2.32,0.80,0.11
265490,1.02,0.00,-0.01,29.99,2.30,0.74,-0.04
265594,1.03,0.01,-0.02,29.99,2.38,0.76,0.18
265699,1.00,0.00,-0.01,29.99,2.28,0.77,0.27
265803,1.03,0.00,-0.02,29.94,2.37,0.69,0.15
265908,1.03,-0.00,-0.02,29.94,2.25,0.86,-0.10
266012,1.01,-0.00,-0.02,29.89,2.21,0.68,0.04
266117,1.04,0.01,-0.01,29.94,2.21,0.61,0.21
266222,1.00,0.00,-0.01,30.04,2.33,0.76,0.17
266327,1.05,0.02,-0.02,29.89,2.24,0.76,-0.04
266431,1.03,-0.00,-0.02,29.99,2.28,0.70,0.05
266535,1.06,0.01,-0.01,29.94,2.43,0.60,0.14
266640,1.00,-0.00,-0.02,30.04,2.21,0.74,0.02
266744,1.04,0.01,-0.01,29.99,2.50,0.79,0.16
266849,1.00,-0.00,-0.02,30.04,2.12,0.60,0.02
266954,1.02,0.00,-0.01,29.94,2.26,0.91,0.17
267059,1.03,0.00,-0.02,29.99,2.24,0.74,0.10
267163,1.00,-0.00,-0.02,30.08,2.27,0.78,-0.14
267268,1.03,0.01,-0.02,29.94,2.22,0.56,-0.03
267372,1.05,0.01,-0.01,29.99,2.35,0.67,0.04
267476,1.03,0.01,-0.01,29.89,2.27,0.84,0.10
267581,1.03,0.01,-0.01,29.94,2.26,0.64,0.07
267686,1.00,-0.00,-0.02,29.94,2.35,0.70,-0.02
267791,1.02,-0.00,-0.00,29.94,2.35,0.60,0.04
267895,1.00,-0.01,-0.01,29.99,2.11,0.69,0.14
268000,1.02,0.01,-0.01,29.99,2.24,0.82,-0.01
268104,1.00,-0.00,-0.02,30.04,2.21,0.71,0.04
268209,1.04,0.01,-0.01,30.04,2.41,0.65,0.03
268313,1.00,-0.00,-0.01,29.89,2.31,0.81,0.16
268419,1.00,-0.01,-0.02,30.04,2.00,0.89,0.11
268523,1.04,0.01,-0.01,30.04,2.01,0.70,0.21
268627,1.00,0.00,-0.02,30.08,2.36,0.79,0.02
268732,1.01,0.01,-0.02,30.08,2.46,0.53,0.00
268836,1.00,-0.00,-0.01,29.94,2.28,0.66,0.06
268941,1.00,-0.01,-0.02,30.04,2.25,0.70,-0.01
269045,1.05,0.01,-0.01,29.99,2.18,0.62,0.06
269151,1.01,-0.00,-0.01,30.04,2.17,0.76,0.07
269255,1.00,-0.01,-0.02,30.04,2.24,0.63,0.02
269360,1.02,-0.00,-0.02,29.99,2.17,0.60,0.36
269464,1.02,0.01,-0.01,29.99,2.25,0.66,0.02
269569,1.01,-0.00,-0.02,29.94,2.15,0.75,0.16
269673,1.04,0.01,-0.02,29.99,2.30,0.63,0.26
269777,1.05,0.02,-0.01,30.08,2.21,0.42,0.03
269883,1.02,0.00,-0.02,29.94,2.15,0.88,0.16
269987,1.00,-0.00,-0.03,29.94,2.13,0.68,0.21
270092,1.03,0.01,-0.01,30.08,2.36,0.69,0.18
270196,1.04,0.01,-0.02,29.99,2.21,0.70,0.08
270301,1.01,-0.00,-0.02,30.04,2.14,0.69,0.02
270405,1.00,0.00,-0.02,29.99,2.34,0.82,0.31
270510,1.04,0.01,-0.01,29.99,2.01,0.45,0.01
270615,1.01,-0.00,-0.01,30.08,2.28,0.79,-0.02
270720,1.04,0.01,-0.02,29.94,2.16,0.63,0.21
270824,1.04,0.01,-0.02,29.94,2.29,0.67,0.18
270928,1.02,-0.01,-0.02,29.99,2.44,0.63,0.15
271033,1.02,0.00,-0.02,29.89,2.35,0.79,0.12
271137,1.02,0.01,-0.01,29.99,2.30,0.69,-0.02
271242,1.02,-0.00,-0.02,30.04,2.18,0.56,-0.08
271347,1.00,-0.00,-0.02,30.08,2.34,1.01,0.14
271452,1.03,0.01,-0.01,29.99,2.22,0.73,0.05
271556,1.02,-0.01,-0.02,30.08,2.21,0.66,0.08
271661,1.02,0.01,-0.02,30.04,2.37,0.84,0.24
271765,1.04,0.02,-0.02,29.94,2.28,0.59,0.04
271869,1.03,0.00,-0.02,29.99,2.28,0.64,0.14
271974,1.00,-0.01,-0.01,29.94,2.15,0.90,0.22
272079,1.02,-0.00,-0.02,30.04,2.34,0.86,0.08
272184,1.00,-0.00,-0.02,30.08,2.35,0.70,0.13
272288,1.01,-0.00,-0.02,30.08,2.20,0.82,0.16
272393,1.02,0.01,-0.02,30.04,2.34,0.63,0.10
272497,1.01,0.00,-0.01,29.99,2.11,0.79,0.00
272602,1.01,0.01,-0.02,30.08,2.47,0.81,0.20
272706,1.01,0.00,-0.02,30.04,2.13,0.76,0.05
272812,1.05,0.01,-0.02,30.04,2.14,0.71,0.03
272916,1.01,0.00,-0.01,29.99,2.31,0.73,0.05
273020,1.00,0.01,-0.02,30.08,2.24,0.79,-0.07
273125,1.00,-0.01,-0.02,29.94,2.30,0.79,-0.03
273229,1.00,-0.00,-0.02,29.94,2.37,0.75,0.05
273334,1.00,-0.01,-0.02,29.89,2.37,0.88,0.14
273438,1.04,0.02,-0.01,29.94,2.38,0.53,0.18
273544,1.04,0.01,-0.02,30.08,2.34,0.89,0.15
273648,1.02,0.00,-0.02,29.99,2.24,0.91,0.11
273753,1.02,0.01,-0.01,29.94,2.41,0.66,-0.03
273857,1.01,0.00,-0.01,29.89,2.31,0.56,0.15
273961,1.05,0.01,-0.01,29.99,2.05,0.84,0.07
274066,1.03,0.01,-0.02,29.99,2.27,0.50,0.12
274170,1.05,0.01,-0.01,30.04,2.29,0.68,0.13
274276,1.00,-0.00,-0.01,30.08,2.11,0.66,0.21
274380,1.00,-0.00,-0.01,30.04,2.31,0.82,0.23
274485,1.00,-0.01,-0.02,30.04,2.21,0.66,0.20
274589,1.00,-0.00,-0.01,29.99,2.35,0.77,0.11
274694,1.04,0.00,-0.02,29.94,2.27,0.69,0.07
274798,1.02,-0.01,-0.01,30.13,2.29,0.77,0.14
274904,1.04,0.02,-0.02,29.99,2.42,0.78,-0.02
275008,1.03,0.00,-0.02,30.04,2.28,0.87,0.09
275112,1.02,0.01,-0.02,30.04,2.18,0.91,0.08
275217,1.03,0.01,-0.02,29.89,2.29,0.63,0.17
275321,1.01,0.00,-0.01,29.89,2.42,0.63,0.13
275426,1.01,0.00,-0.02,30.04,2.37,0.85,0.05
275530,1.01,-0.01,-0.02,30.04,2.32,0.76,0.10
275636,1.00,-0.01,-0.01,29.89,2.21,0.95,0.21
275740,1.05,0.01,-0.01,30.04,2.32,0.62,-0.02
275845,1.01,-0.00,-0.01,29.99,2.34,0.85,-0.03
275949,1.01,-0.00,-0.02,29.89,2.02,0.76,0.11
276054,1.01,0.00,-0.01,29.94,2.09,0.84,0.24
276158,1.02,-0.00,-0.01,30.04,2.14,0.60,0.11
276262,1.04,0.02,-0.02,29.99,2.21,0.95,0.08
276368,1.04,0.01,-0.01,29.94,2.15,0.75,-0.02
276472,1.02,0.00,-0.02,29.94,2.19,0.74,0.02
276577,1.04,0.01,-0.02,29.99,2.08,0.78,0.16
276681,1.02,0.00,-0.02,30.04,2.16,0.71,0.04
276786,1.00,0.00,-0.03,29.99,2.18,0.92,0.19
276890,1.03,0.00,-0.01,30.08,2.48,0.80,0.00
276995,1.00,-0.01,-0.01,30.04,2.35,0.66,0.21
277100,1.04,0.01,-0.03,30.08,2.15,0.71,0.03
277204,1.04,0.01,-0.02,30.04,2.30,0.68,0.15
277309,1.01,-0.00,-0.02,30.04,2.22,0.73,0.18
277413,1.02,0.00,-0.02,29.99,2.28,0.66,-0.06
277518,1.00,-0.00,-0.02,29.94,2.13,0.79,0.06
277622,1.01,0.00,-0.02,29.99,2.24,0.60,0.09
277727,1.04,0.01,-0.02,29.99,2.23,0.69,-0.13
277832,1.00,-0.00,-0.02,29.94,2.07,0.66,-0.05
277937,1.00,-0.00,-0.03,29.89,2.26,0.56,0.14
278041,0.99,-0.00,-0.01,29.94,2.42,0.74,0.18
278146,1.01,-0.00,-0.02,29.94,2.31,0.75,0.08
278250,1.05,0.01,-0.02,29.99,2.39,0.71,-0.07
278354,1.03,0.00,-0.01,30.04,2.22,0.69,0.15
278459,1.04,0.01,-0.02,29.99,2.35,0.85,0.15
278564,1.04,0.00,-0.02,30.04,2.24,0.65,0.11
278669,1.00,0.00,-0.03,30.08,2.31,0.88,0.11
278773,1.04,0.01,-0.02,29.94,2.38,0.66,0.07
278878,0.99,-0.00,-0.02,29.85,2.22,0.89,0.02
278982,1.04,0.01,-0.02,29.99,2.24,0.63,0.00
279087,1.02,0.00,-0.01,30.04,2.26,0.53,0.15
279191,1.00,0.00,-0.01,29.99,2.32,0.74,0.19
279297,1.03,0.00,-0.01,30.08,2.16,0.75,0.03
279401,1.00,0.00,-0.01,30.08,2.34,0.75,0.06
279505,1.01,0.01,-0.01,30.04,2.35,0.74,0.20
279610,1.03,0.00,-0.02,29.89,2.27,0.66,0.02
279714,1.00,0.00,-0.02,30.04,2.31,0.67,0.26
279819,1.03,0.01,-0.01,30.04,2.34,0.74,0.05
279923,1.01,0.00,-0.01,29.89,2.28,0.73,0.24
280029,1.03,0.00,-0.01,29.94,2.30,0.71,0.11
280133,1.05,0.01,-0.02,29.94,2.11,0.68,0.05
280238,1.01,-0.00,-0.03,29.99,2.21,0.61,0.16
280342,1.03,0.00,-0.01,29.99,2.27,0.62,-0.08
280446,1.04,0.01,-0.01,30.04,2.15,0.63,0.17
280551,1.02,0.01,-0.01,29.99,2.27,0.84,0.04
280655,1.00,-0.01,-0.01,29.99,2.35,0.85,0.11
280761,1.05,0.01,-0.01,29.94,2.40,0.92,0.08
280865,1.00,-0.00,-0.02,29.99,2.22,0.63,-0.05
280970,1.01,-0.00,-0.02,29.99,2.33,0.71,0.15
281074,1.02,0.01,-0.01,29.94,2.33,0.71,0.04
281179,1.02,-0.00,-0.02,29.99,2.40,0.70,0.08
281283,1.03,0.01,-0.01,29.99,2.24,0.72,0.14
281389,1.04,0.01,-0.02,30.04,2.32,0.76,0.24
281493,1.01,0.00,-0.01,29.99,2.34,0.73,0.21
281597,1.00,-0.00,-0.02,29.99,2.34,0.50,0.01
281702,1.03,0.01,-0.02,29.94,2.46,0.63,0.15
281806,1.00,-0.01,-0.01,29.89,2.27,0.76,0.09
281911,1.01,-0.00,-0.02,29.99,2.34,0.88,0.13
282015,1.04,-0.00,-0.02,29.99,2.32,0.57,-0.11
282121,1.00,-0.00,-0.02,30.08,2.47,0.91,0.19
282225,1.04,0.01,-0.02,30.04,2.38,0.76,0.00
282330,1.04,0.01,-0.01,30.04,2.24,0.47,0.06
282434,1.02,0.00,-0.01,29.99,2.28,0.90,-0.01
282539,1.02,-0.00,-0.01,29.99,2.08,0.72,0.05
282643,1.01,-0.01,-0.02,29.94,2.17,0.69,0.31
282747,1.04,0.01,-0.01,29.99,2.19,0.90,-0.02
282853,1.04,0.02,-0.02,30.08,2.25,0.80,0.24
282957,1.01,-0.00,-0.02,29.94,2.30,0.95,0.02
283062,1.04,0.01,-0.02,29.89,2.61,0.53,0.10
283166,1.04,0.02,-0.02,30.04,2.18,0.72,0.08
283271,1.02,-0.00,-0.02,30.04,2.39,0.37,0.15
283375,1.00,-0.01,-0.02,29.99,2.20,0.69,0.29
283480,1.00,0.00,-0.02,29.99,2.23,0.67,-0.02
283585,1.04,0.02,-0.02,29.94,2.44,0.73,0.15
283689,1.01,-0.00,-0.02,29.99,2.43,0.76,0.15
283794,1.03,0.01,-0.01,29.94,2.29,0.69,0.04
283898,1.04,0.01,-0.02,30.04,2.27,0.53,0.04
284003,1.04,0.02,-0.02,29.99,2.47,0.60,0.18
284107,1.03,0.01,-0.01,29.99,2.26,0.79,0.09
284212,1.03,0.01,-0.01,30.04,2.29,0.83,0.08
284317,1.04,0.00,-0.02,29.99,2.32,0.76,0.01
284422,1.03,0.01,-0.01,29.99,2.34,0.87,-0.05
284526,1.04,0.02,-0.02,30.04,2.35,0.73,0.08
284631,1.01,0.00,-0.02,30.08,2.28,0.82,0.21
284735,1.04,0.02,-0.02,29.99,2.32,0.42,0.09
284839,1.00,-0.00,-0.03,30.04,2.31,0.76,0.07
284944,1.01,0.00,-0.02,29.99,2.46,0.56,-0.07
285049,1.04,0.01,-0.02,29.94,2.42,0.73,0.14
285154,1.04,0.00,-0.02,29.94,2.20,0.67,0.26
285258,1.03,0.01,-0.01,29.89,2.27,0.64,0.10
285363,1.01,-0.01,-0.02,29.99,2.17,0.87,0.11
285467,1.04,0.01,-0.01,29.99,2.11,0.78,-0.11
285572,1.03,0.01,-0.01,29.94,2.12,0.83,0.02
285677,1.01,0.00,-0.01,29.94,2.58,0.72,0.10
285782,1.05,0.01,-0.01,29.89,2.40,0.74,0.11
285886,1.02,0.01,-0.02,29.89,2.34,0.82,0.22
285990,1.01,0.01,-0.01,29.94,2.48,0.55,0.02
286095,1.02,-0.00,-0.02,29.89,2.36,0.79,0.24
286199,1.02,0.00,-0.02,29.94,2.39,0.73,0.22
286304,1.04,0.01,-0.02,29.99,2.25,0.76,0.11
286409,1.04,0.01,-0.01,29.99,2.11,0.72,0.22
286514,1.00,-0.00,-0.01,29.85,2.31,0.73,0.05
286618,1.00,0.00,-0.01,30.08,2.36,0.89,0.08
286723,1.03,0.02,-0.01,29.99,2.24,0.60,-0.14
286827,1.00,-0.00,-0.01,29.94,2.25,0.82,0.14
286931,1.05,0.01,-0.00,29.89,2.24,0.51,0.10
287036,1.02,0.01,-0.01,29.94,2.22,0.67,0.11
287141,1.03,0.01,-0.02,29.99,2.31,0.76,-0.06
287246,1.03,-0.00,-0.02,30.04,2.37,0.68,0.15
287350,1.00,-0.00,-0.01,29.99,2.08,0.79,0.29
287455,1.02,0.01,-0.02,29.99,2.26,0.64,-0.04
287559,1.03,0.01,-0.02,29.94,2.19,0.63,0.01
287664,1.03,0.01,-0.02,29.89,2.34,0.69,0.08
287768,1.04,0.01,-0.01,29.99,1.97,0.66,0.20
287874,1.01,-0.00,-0.02,29.94,2.19,0.82,0.24
287978,1.03,0.01,-0.01,29.94,2.44,0.60,0.14
288082,1.04,0.01,-0.02,29.99,2.36,0.80,-0.02
288187,1.01,-0.00,-0.02,29.99,2.35,0.88,0.05
288291,1.02,0.01,-0.02,29.94,2.23,0.69,0.07
288396,1.01,-0.00,-0.02,29.99,2.39,0.76,0.14
288501,1.03,0.01,-0.01,29.99,2.31,0.77,0.14
288606,1.00,-0.00,-0.02,30.04,2.25,0.77,0.11
288710,1.02,0.00,-0.02,29.89,2.26,0.66,0.26
288815,1.02,0.00,-0.02,29.99,2.14,0.94,0.08
288919,1.01,0.00,-0.01,29.89,2.31,0.86,-0.13
289024,1.02,0.00,-0.03,29.94,2.40,0.76,0.16
289128,1.05,0.01,-0.01,29.80,2.26,0.69,0.03
289233,1.04,0.01,-0.01,29.89,2.38,0.63,-0.05
289338,1.03,0.01,-0.02,29.94,2.39,0.60,0.02
289442,1.04,0.01,-0.01,29.94,2.24,0.63,0.08
289547,1.01,0.01,-0.02,30.08,2.31,0.89,0.15
289651,1.02,0.00,-0.02,29.89,2.11,0.77,0.05
289756,1.03,0.00,-0.02,29.94,2.29,0.79,0.32
289860,1.03,0.00,-0.01,29.94,2.04,0.71,0.12
289966,1.02,-0.00,-0.02,29.89,2.22,0.87,0.00
290070,1.00,0.00,-0.01,29.89,2.29,0.75,0.11
290174,1.00,-0.01,-0.02,29.89,2.27,0.53,0.09
290279,1.01,-0.00,-0.01,30.04,2.27,0.82,0.00
290383,1.02,0.01,-0.02,29.94,2.18,0.85,-0.01
290488,1.01,0.00,-0.02,29.89,2.35,0.68,0.02
290592,1.00,-0.00,-0.01,29.89,2.24,0.84,0.09
290697,1.04,0.01,-0.02,29.94,2.24,0.56,0.26
290802,1.02,0.01,-0.02,29.99,2.27,0.83,0.18
290907,1.00,0.00,-0.01,29.99,2.09,0.53,-0.04
291011,1.05,0.01,-0.02,29.94,2.39,0.72,-0.09
291116,1.05,0.02,-0.02,29.94,2.27,0.73,-0.03
291220,1.00,-0.00,-0.01,29.89,2.13,0.79,0.08
291324,1.01,-0.00,-0.02,29.99,2.21,0.63,0.17
291430,1.00,-0.00,-0.02,29.94,2.11,0.85,0.07
291534,1.00,-0.01,-0.02,29.89,2.16,0.72,0.18
291639,1.04,0.01,-0.01,29.94,2.18,0.48,-0.01
291743,1.03,0.01,-0.01,29.94,2.29,0.70,0.15
291848,1.01,-0.01,-0.02,29.99,2.31,0.70,0.11
291952,1.01,-0.01,-0.03,29.89,2.30,0.50,0.14
292057,1.03,0.00,-0.02,29.94,2.26,0.78,0.11
292162,1.02,0.00,-0.02,30.04,2.24,0.55,-0.02
292267,1.01,0.01,-0.01,29.99,2.41,0.66,0.08
292371,1.01,0.00,-0.02,29.99,2.25,0.89,0.03
292475,1.02,-0.00,-0.02,29.94,2.21,0.59,0.14
292580,1.04,0.01,-0.01,29.94,2.24,0.77,0.15
292684,1.01,-0.00,-0.02,29.89,2.22,0.73,0.06
292789,1.04,0.01,-0.01,29.89,2.12,0.74,0.11
292894,1.03,0.00,-0.01,29.94,2.37,0.66,0.12
292999,1.00,-0.00,-0.02,29.85,2.24,0.69,0.14
293103,1.02,0.01,-0.01,29.99,2.33,0.44,0.10
293208,1.03,0.01,-0.01,29.89,2.39,0.79,-0.01
293312,1.00,-0.00,-0.01,29.94,2.35,0.72,0.12
293416,1.03,0.00,-0.02,29.89,2.24,0.78,0.11
293521,1.00,-0.00,-0.03,29.89,2.37,0.68,-0.08
293626,1.01,-0.00,-0.02,30.04,2.27,0.95,0.12
293731,1.04,0.01,-0.02,29.94,2.31,0.85,-0.08
293835,1.04,0.01,-0.01,29.99,2.15,0.64,0.08
293940,1.04,0.01,-0.02,29.89,2.21,0.56,0.22
294044,1.03,0.01,-0.01,29.89,2.24,0.71,0.05
294149,1.05,0.02,-0.01,29.94,2.34,0.78,0.02
294254,1.04,0.01,-0.02,29.94,2.31,0.59,0.24
294359,1.00,-0.00,-0.01,29.80,2.21,0.50,-0.01
294463,1.05,0.02,-0.01,29.89,2.20,0.89,0.15
294567,1.03,0.01,-0.02,29.94,2.49,0.66,0.10
294672,1.00,-0.00,-0.02,29.99,2.20,0.85,0.15
294776,1.04,0.01,-0.01,29.94,2.46,0.80,0.07
