Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
127421,1.04,0.01,-0.02,29.61,2.26,0.81,-0.05
127525,1.03,0.00,-0.01,29.71,2.30,0.84,-0.04
127630,1.03,0.01,-0.01,29.66,2.34,0.66,0.07
127734,1.02,-0.00,-0.02,29.66,2.37,0.69,0.11
127840,1.02,0.00,-0.01,29.80,2.15,0.78,0.00
127944,1.01,-0.01,-0.02,29.80,2.15,0.65,0.03
128049,1.05,0.01,-0.02,29.71,2.34,0.79,0.10
128153,1.04,0.01,-0.01,29.71,2.16,0.64,-0.01
128258,0.99,-0.01,-0.02,29.75,2.25,0.73,0.18
128362,0.99,-0.00,-0.02,29.71,2.27,0.60,0.00
128466,1.04,0.01,-0.02,29.71,2.21,0.63,0.07
128572,1.04,0.01,-0.01,29.71,2.02,0.80,0.07
128676,1.01,-0.01,-0.01,29.71,2.20,0.69,0.06
128781,1.02,0.01,-0.02,29.75,2.29,0.78,0.24
128885,1.03,0.01,-0.02,29.71,2.24,0.55,0.07
128990,1.01,-0.00,-0.02,29.71,2.21,0.87,0.19
129094,1.03,0.00,-0.02,29.71,2.37,0.79,0.05
129199,1.02,0.01,-0.02,29.66,2.11,0.70,0.20
129304,1.04,0.01,-0.01,29.75,2.34,0.81,0.00
129409,1.01,-0.00,-0.02,29.75,2.34,0.73,0.09
129513,1.01,-0.00,-0.01,29.61,2.25,0.66,0.18
129617,1.01,-0.00,-0.01,29.71,2.27,0.64,-0.01
129722,1.01,0.00,-0.02,29.80,2.42,0.79,0.01
129826,1.03,0.01,-0.01,29.61,2.24,0.68,0.02
129931,1.00,-0.00,-0.02,29.66,2.30,0.77,-0.02
130036,1.03,0.01,-0.02,29.66,2.33,0.67,-0.02
130141,1.04,0.01,-0.01,29.75,2.27,0.64,0.04
130245,1.02,-0.00,-0.02,29.66,2.24,0.88,0.02
130350,1.01,-0.00,-0.01,29.66,2.20,0.62,-0.15
130454,1.02,0.01,-0.01,29.71,2.14,0.83,0.08
130558,1.04,0.01,-0.01,29.61,2.09,0.79,0.05
130663,1.04,0.01,-0.01,29.71,2.26,0.69,-0.02
130768,1.03,0.00,-0.00,29.80,2.36,0.65,0.07
130873,1.04,0.00,-0.02,29.80,2.25,0.64,0.11
130977,1.00,-0.00,-0.02,29.75,2.27,0.89,0.12
131082,1.01,-0.01,-0.01,29.57,2.40,0.67,0.06
131186,1.05,0.01,-0.01,29.66,2.18,0.72,0.00
131291,1.01,0.00,-0.01,29.66,2.27,0.63,0.21
131395,1.00,0.00,-0.02,29.61,2.15,0.65,0.02
131501,1.01,-0.00,-0.02,29.71,2.18,0.82,0.17
131605,1.02,-0.00,-0.01,29.80,2.18,0.69,0.07
131709,1.02,0.01,-0.01,29.71,2.27,0.80,0.09
131814,1.02,0.00,-0.01,29.71,2.39,0.65,0.00
131918,1.02,0.01,-0.02,29.71,2.34,0.66,0.08
132023,1.04,0.00,-0.01,29.61,2.32,0.76,0.04
132127,1.01,-0.00,-0.02,29.75,2.34,0.69,0.11
132233,1.00,-0.00,-0.01,29.66,2.22,0.81,0.02
132337,1.02,-0.01,-0.01,29.71,2.18,0.79,0.00
132442,1.02,-0.00,-0.01,29.71,2.47,0.76,0.27
132546,1.04,0.01,-0.01,29.61,2.31,0.49,0.02
132651,1.03,0.01,-0.02,29.71,2.17,0.85,0.13
132755,1.04,0.01,-0.01,29.75,2.15,0.67,0.13
132859,1.00,-0.00,-0.01,29.75,2.31,0.76,-0.04
132965,1.01,-0.00,-0.02,29.75,2.25,0.90,0.19
133069,1.01,0.01,-0.01,29.71,2.11,0.55,-0.06
133174,1.02,-0.00,-0.02,29.71,2.27,0.82,0.11
133278,1.02,0.00,-0.01,29.71,2.33,0.69,0.08
133383,1.02,0.01,-0.01,29.71,2.27,0.76,0.06
133487,1.03,0.01,-0.01,29.71,2.19,0.79,-0.01
133592,1.03,0.01,-0.01,29.71,2.26,0.79,0.08
133697,1.02,0.00,-0.01,29.71,2.24,0.82,0.05
133801,1.02,0.01,-0.02,29.80,2.16,0.53,0.08
133906,1.01,-0.00,-0.02,29.71,2.16,0.59,0.14
134010,1.02,0.01,-0.02,29.61,2.27,0.79,0.13
134115,1.04,0.01,-0.01,29.71,2.22,0.80,0.05
134219,1.00,-0.00,-0.02,29.71,2.09,0.69,0.07
134324,1.03,0.00,-0.02,29.75,2.19,0.66,0.24
134429,1.03,0.01,-0.02,29.80,2.34,0.68,0.16
134534,1.02,0.00,-0.02,29.75,2.22,0.66,0.09
134638,1.01,-0.00,-0.01,29.71,2.18,0.63,0.10
134743,0.99,-0.00,-0.01,29.75,2.20,0.59,0.00
134847,1.00,-0.00,-0.02,29.75,2.24,0.77,0.18
134951,1.01,-0.01,-0.01,29.80,2.34,0.74,-0.11
135056,1.04,0.01,-0.02,29.80,2.23,0.58,0.14
135161,1.02,0.01,-0.01,29.71,2.29,0.80,0.22
135266,1.02,0.01,-0.01,29.80,2.28,0.62,-0.05
135370,1.01,0.01,-0.01,29.75,2.26,0.73,0.11
135475,1.00,-0.00,-0.01,29.75,2.24,0.76,0.07
135579,1.03,0.01,-0.01,29.75,2.25,0.82,0.18
135684,1.03,0.01,-0.00,29.75,2.06,0.66,-0.03
135789,1.02,0.00,-0.02,29.75,2.26,0.61,0.20
135894,1.00,-0.01,-0.00,29.71,2.23,0.79,-0.03
135998,1.02,0.01,-0.01,29.80,2.33,0.59,0.05
136102,1.04,0.01,-0.01,29.61,2.16,0.78,0.21
136207,1.01,0.00,-0.01,29.71,2.31,0.66,0.12
136311,1.04,0.01,-0.02,29.75,2.49,0.60,-0.05
136416,1.02,0.01,-0.01,29.71,2.42,0.67,0.02
136521,1.03,0.01,-0.01,29.66,2.15,0.79,0.18
136626,1.03,0.01,-0.02,29.75,2.39,0.85,0.07
136730,1.02,0.00,-0.01,29.66,2.18,0.58,0.03
136835,1.00,0.00,-0.01,29.71,2.36,0.66,0.10
136939,1.03,-0.00,-0.01,29.71,2.05,0.63,0.10
137043,1.04,0.01,-0.02,29.71,2.27,0.75,0.05
137148,1.04,0.02,-0.02,29.75,2.46,0.79,0.00
137253,1.04,0.01,-0.01,29.71,2.23,0.69,-0.03
137358,1.01,-0.01,-0.02,29.75,2.35,0.91,0.08
137462,1.03,0.01,-0.02,29.75,2.31,0.82,0.11
137567,1.03,0.01,-0.02,29.75,2.45,0.63,0.06
137671,1.02,-0.00,-0.02,29.71,2.11,0.91,0.21
137776,1.01,0.00,-0.02,29.71,2.42,0.63,0.24
137880,1.04,0.01,-0.02,29.80,2.07,0.77,0.09
137986,1.03,0.01,-0.01,29.71,2.16,0.78,0.00
138090,1.00,-0.01,-0.02,29.71,2.37,0.78,0.05
138194,1.01,0.00,-0.01,29.80,2.34,0.65,0.11
138299,1.01,-0.00,-0.02,29.75,2.37,0.75,0.18
138403,1.04,0.01,-0.01,29.75,2.31,0.66,0.24
138508,1.02,0.01,-0.02,29.61,2.23,0.74,0.12
138612,1.02,0.00,-0.01,29.71,2.37,0.70,0.21
138718,1.03,0.01,-0.01,29.75,2.33,0.60,-0.04
138822,1.02,-0.01,-0.02,29.75,1.96,0.49,-0.21
138927,1.03,0.00,-0.01,29.75,2.11,0.60,0.14
139031,1.01,0.00,-0.03,29.75,2.18,0.62,0.01
139136,1.01,-0.00,-0.03,29.61,2.14,0.89,0.14
139240,1.03,0.00,-0.02,29.71,2.27,0.89,0.05
139345,1.02,0.01,-0.01,29.71,2.18,0.82,0.08
139450,1.02,-0.00,-0.01,29.71,2.47,0.82,0.12
139554,1.04,0.00,-0.01,29.71,2.24,0.73,-0.08
139659,1.03,0.00,-0.01,29.66,2.41,0.62,-0.06
139763,1.03,0.01,-0.01,29.66,2.18,0.93,-0.10
139868,1.02,0.01,-0.02,29.80,2.31,0.70,0.10
139972,1.01,0.00,-0.02,29.80,2.30,0.69,0.19
140078,1.04,0.01,-0.01,29.71,2.37,0.79,0.19
140182,1.00,0.01,-0.01,29.75,2.37,0.53,0.18
140286,1.02,0.01,-0.01,29.75,2.19,0.82,0.02
140391,1.01,-0.00,-0.01,29.75,2.25,0.75,0.04
140495,1.03,0.01,-0.01,29.61,2.23,0.89,0.27
140600,1.04,0.01,-0.02,29.71,2.29,0.85,0.10
140704,1.00,-0.00,-0.01,29.71,2.27,0.87,0.05
140810,1.01,-0.00,-0.02,29.75,2.27,0.68,0.04
140914,1.04,0.01,-0.01,29.75,2.33,0.63,0.17
141019,1.02,0.00,-0.02,29.66,2.31,0.79,0.09
141123,1.02,0.01,-0.01,29.71,2.29,0.52,-0.02
141228,1.03,0.01,-0.01,29.71,2.31,0.68,0.19
141332,1.02,0.00,-0.01,29.75,2.26,0.67,0.27
141437,1.05,0.02,-0.02,29.66,2.28,0.64,0.04
141542,1.03,0.02,-0.01,29.71,1.98,0.82,0.01
141646,1.04,0.02,-0.01,29.80,2.31,0.71,0.34
141751,1.03,0.01,-0.01,29.71,2.24,0.70,0.10
141855,1.03,0.00,-0.01,29.71,2.25,0.75,0.14
141960,1.00,0.00,-0.01,29.85,2.61,0.89,-0.10
142064,1.01,-0.00,-0.01,29.75,2.24,0.79,0.14
142170,1.03,0.00,-0.01,29.71,2.18,0.74,0.08
142274,1.01,-0.00,-0.01,29.71,2.29,0.88,-0.07
142379,1.03,0.01,-0.01,29.71,2.24,0.82,0.17
142483,1.00,-0.01,-0.02,29.75,2.20,0.63,0.04
142587,1.01,-0.00,-0.01,29.75,2.29,0.73,-0.05
142692,1.03,0.01,-0.01,29.66,2.19,0.79,0.14
142796,1.04,0.00,-0.02,29.71,2.09,0.86,0.05
142902,1.02,0.01,-0.02,29.80,2.22,0.85,0.01
143006,1.02,-0.00,-0.01,29.80,2.18,0.75,0.14
143111,1.01,0.00,-0.01,29.75,2.44,0.66,0.04
143215,1.02,0.01,-0.02,29.75,2.47,0.69,0.15
143320,1.01,0.00,-0.01,29.71,2.27,0.76,0.15
143424,1.03,0.01,-0.02,29.71,2.35,0.97,0.05
143528,1.04,0.01,-0.02,29.71,2.34,0.69,0.16
143634,1.05,0.01,-0.01,29.75,2.40,0.77,0.25
143738,1.01,0.00,-0.01,29.66,2.24,0.65,0.17
143843,1.00,0.00,-0.02,29.80,2.38,0.91,0.09
143947,1.05,0.01,-0.01,29.71,2.37,0.84,0.24
144052,1.03,0.01,-0.02,29.75,2.24,0.70,0.20
144156,1.00,-0.00,-0.01,29.75,2.35,0.68,0.20
144262,1.02,0.01,-0.01,29.75,2.11,0.82,0.02
144366,1.02,0.01,-0.02,29.71,2.27,0.73,0.18
144471,1.02,0.01,-0.02,29.80,2.27,0.67,0.14
144575,1.02,-0.01,-0.02,29.80,2.34,0.76,0.10
144679,1.03,0.00,-0.02,29.66,2.23,0.91,0.11
144784,1.02,-0.00,-0.01,29.66,2.05,0.80,0.11
144888,1.03,0.01,-0.01,29.71,2.20,0.69,0.23
144994,1.00,-0.00,-0.01,29.71,2.00,0.81,0.08
145098,1.01,0.00,-0.02,29.80,2.35,0.61,0.15
145203,1.03,0.01,-0.00,29.66,2.31,0.74,0.09
145307,1.02,0.01,-0.02,29.75,2.37,0.45,-0.11
145412,1.03,0.01,-0.01,29.71,2.19,0.63,-0.02
145516,1.03,0.01,-0.02,29.71,2.40,0.63,0.08
145620,1.04,0.02,-0.01,29.71,2.24,0.79,0.15
145726,1.02,0.00,-0.01,29.75,2.48,0.75,0.18
145830,1.00,0.00,-0.02,29.66,2.27,0.65,0.04
145935,1.02,0.00,-0.01,29.75,2.27,0.74,0.11
146039,1.04,0.01,-0.01,29.80,2.16,0.61,0.05
146144,1.00,0.00,-0.01,29.80,2.21,0.72,0.30
146248,1.04,0.01,-0.01,29.71,2.21,0.87,0.07
146353,1.02,0.00,-0.02,29.75,2.16,0.68,0.11
146458,1.01,-0.00,-0.02,29.75,2.08,0.68,0.02
146563,1.02,-0.00,-0.03,29.80,2.22,0.85,0.13
146667,1.02,-0.00,-0.02,29.71,2.20,0.90,0.27
146771,1.05,0.01,-0.00,29.75,2.34,0.63,-0.07
146876,1.02,-0.00,-0.01,29.85,2.24,0.85,0.12
146980,1.04,0.01,-0.01,29.75,2.40,0.53,0.04
147085,1.03,0.01,-0.02,29.80,2.34,0.72,0.24
147190,1.01,-0.00,-0.01,29.71,2.11,0.65,0.08
147295,1.03,0.00,-0.01,29.66,2.24,0.46,0.04
147399,1.05,0.01,-0.02,29.75,2.21,0.83,0.03
147504,1.01,0.00,-0.02,29.80,2.37,0.64,0.14
147608,1.05,0.01,-0.02,29.71,2.24,0.74,0.15
147713,1.01,0.00,-0.01,29.71,2.35,0.81,0.12
147818,1.04,0.01,-0.02,29.66,2.15,0.92,0.01
147922,1.01,-0.01,-0.02,29.75,2.30,0.97,0.08
148027,1.02,-0.00,-0.02,29.71,2.22,0.58,0.06
148131,1.03,-0.00,-0.01,29.71,2.34,0.95,0.11
148236,1.00,0.00,-0.01,29.66,2.26,0.63,0.01
148340,1.01,-0.00,-0.01,29.71,2.44,0.85,0.28
148445,1.02,0.00,-0.01,29.75,2.20,0.76,0.11
148550,1.02,-0.00,-0.01,29.75,2.28,0.69,0.21
148655,1.01,-0.01,-0.02,29.80,2.31,0.94,0.04
148759,1.02,0.00,-0.02,29.71,2.32,0.73,0.15
148864,1.00,-0.00,-0.02,29.75,2.31,0.76,0.03
148968,1.01,0.00,-0.01,29.75,2.10,0.53,0.24
149072,1.02,0.01,-0.02,29.75,2.31,0.59,0.16
149177,1.05,0.01,-0.01,29.66,2.24,0.82,0.11
149282,1.02,0.00,-0.01,29.61,2.34,0.75,0.02
149387,1.01,-0.00,-0.01,29.80,2.42,0.50,0.18
149491,1.01,0.01,-0.01,29.71,2.17,0.73,-0.05
149596,1.03,0.00,-0.02,29.75,2.54,0.68,0.18
149700,1.01,0.01,-0.02,29.75,2.41,0.79,0.30
149805,1.02,0.00,-0.02,29.66,2.22,0.79,0.12
149909,1.02,0.01,-0.02,29.75,2.41,0.57,0.07
150014,1.00,0.00,-0.01,29.66,2.37,0.59,0.02
150119,1.03,0.01,-0.01,29.66,2.28,0.89,-0.08
150223,1.02,-0.00,-0.02,29.75,2.29,0.83,0.19
150328,1.02,0.00,-0.02,29.71,2.25,0.79,0.19
150432,1.03,0.00,-0.02,29.71,2.16,0.63,0.06
150537,1.02,0.00,-0.01,29.71,2.20,0.79,0.15
150641,1.02,0.00,-0.01,29.80,2.30,0.63,-0.02
150747,1.03,0.01,-0.01,29.71,2.27,0.49,0.11
150851,1.03,0.01,-0.02,29.71,2.22,0.84,0.05
150956,1.02,0.01,-0.01,29.71,2.39,0.56,0.04
151060,1.02,0.00,-0.02,29.71,2.15,0.78,0.16
151164,1.02,-0.00,-0.01,29.71,2.22,0.61,0.10
151269,1.03,0.01,-0.02,29.80,2.27,0.78,0.05
151374,1.03,0.01,-0.02,29.71,2.43,0.61,0.18
151479,1.01,0.01,-0.02,29.71,2.38,0.69,0.11
151583,1.03,0.01,-0.02,29.61,2.23,0.96,0.09
151688,1.03,0.00,-0.01,29.61,2.19,0.74,0.13
151792,1.02,0.00,-0.02,29.71,2.31,0.91,0.15
151897,1.03,0.01,-0.01,29.75,2.38,0.73,-0.06
152001,1.03,0.01,-0.02,29.75,2.40,0.71,-0.08
152107,1.03,-0.00,-0.02,29.66,2.45,0.75,-0.04
152211,1.02,0.00,-0.02,29.75,2.39,0.81,0.00
152315,1.02,0.01,-0.01,29.66,2.34,0.75,0.12
152420,1.02,0.01,-0.01,29.66,2.28,0.77,0.03
152524,1.04,0.01,-0.02,29.71,2.25,0.73,0.01
152629,1.01,0.00,-0.01,29.71,2.21,0.85,0.06
152733,1.03,0.01,-0.02,29.71,2.51,0.89,0.25
152839,1.04,0.01,-0.01,29.75,2.28,0.66,0.14
152943,1.03,-0.00,-0.02,29.66,2.07,0.68,0.22
153048,1.03,0.01,-0.02,29.66,2.15,0.77,0.05
153152,1.04,0.01,-0.02,29.66,2.20,0.56,0.09
153256,1.03,0.01,-0.01,29.71,2.22,0.76,-0.15
153361,1.03,0.02,-0.01,29.71,2.25,0.72,0.10
153466,1.01,-0.00,-0.02,29.71,2.23,0.69,0.07
153571,1.01,-0.00,-0.02,29.75,2.24,0.75,0.15
153675,1.02,0.00,-0.02,29.75,2.34,0.66,0.02
153780,1.03,0.01,-0.01,29.66,2.08,0.79,0.18
153884,1.03,0.01,-0.01,29.75,2.40,0.60,0.00
153989,1.01,0.00,-0.02,29.75,2.13,0.79,0.12
154093,1.03,0.01,-0.01,29.66,2.25,0.69,0.15
154199,1.02,0.00,-0.01,29.57,2.11,0.85,0.15
154303,1.02,0.00,-0.01,29.75,2.18,0.75,-0.08
154407,1.03,0.01,-0.03,29.75,2.45,0.69,0.15
154512,1.04,0.01,-0.02,29.71,2.33,0.71,0.24
154616,1.01,0.00,-0.02,29.71,2.56,0.69,0.13
154721,1.03,0.01,-0.02,29.71,2.31,0.66,0.08
154825,1.02,0.00,-0.01,29.61,2.41,0.57,0.09
154931,1.01,0.00,-0.01,29.71,2.45,0.89,0.13
155035,1.04,0.01,-0.01,29.66,2.37,0.77,0.26
155140,1.03,0.01,-0.01,29.75,2.31,0.69,-0.11
155244,1.01,0.01,-0.02,29.80,2.38,0.85,0.31
155348,1.02,0.01,-0.01,29.61,2.28,0.63,0.13
155453,1.00,-0.00,-0.01,29.71,2.21,0.77,0.11
155558,1.01,-0.00,-0.02,29.66,2.35,0.76,0.15
155663,1.03,0.02,-0.01,29.75,2.23,0.59,0.15
155767,1.03,0.01,-0.01,29.71,2.27,0.86,0.12
155872,1.04,0.01,-0.01,29.71,2.15,0.60,0.08
155976,1.02,0.00,-0.01,29.71,2.43,0.82,0.09
156081,1.05,0.01,-0.02,29.71,2.27,0.76,0.08
156185,1.01,0.00,-0.01,29.66,2.40,0.76,0.06
156291,1.03,0.01,-0.01,29.75,2.28,0.74,0.09
156395,1.01,0.00,-0.02,29.71,2.40,0.94,0.10
156499,1.02,0.01,-0.01,29.71,2.32,0.64,0.04
156604,1.03,0.00,-0.01,29.61,2.21,0.90,0.20
156708,1.00,-0.00,-0.01,29.71,2.37,0.84,0.22
156813,1.02,0.00,-0.02,29.75,2.33,0.67,0.17
156917,1.00,-0.00,-0.02,29.85,2.27,0.89,0.11
157023,1.02,0.01,-0.01,29.71,2.04,0.58,0.08
157127,1.03,0.01,-0.01,29.71,2.13,0.65,0.09
157232,1.04,0.01,-0.01,29.71,2.31,0.85,0.09
157336,1.01,-0.00,-0.02,29.75,2.28,0.66,0.26
157441,1.05,0.02,-0.01,29.75,2.29,0.82,0.03
157545,1.02,-0.00,-0.02,29.71,2.18,0.64,-0.05
157649,1.04,0.01,-0.02,29.80,2.24,0.70,0.05
157755,1.02,0.00,-0.02,29.66,2.36,0.76,0.24
157859,1.04,0.01,-0.01,29.75,2.14,0.83,0.12
157964,1.03,0.01,-0.02,29.71,2.33,0.72,0.31
158068,1.03,0.00,-0.01,29.71,2.45,0.61,-0.05
158173,1.01,0.01,-0.02,29.71,2.28,0.73,0.11
158277,1.03,-0.00,-0.02,29.75,2.29,0.68,0.11
158383,1.04,0.01,-0.02,29.71,2.02,0.67,0.11
158487,1.01,-0.00,-0.02,29.71,2.06,0.79,0.08
158592,1.01,-0.01,-0.02,29.71,2.45,0.61,0.18
158696,1.04,0.01,-0.02,29.75,2.11,0.66,0.10
158800,1.03,0.00,-0.02,29.80,2.24,0.87,0.31
158905,1.04,0.01,-0.02,29.71,2.24,0.71,0.08
159009,1.05,0.02,-0.01,29.61,2.33,0.64,0.27
159115,1.01,0.01,-0.02,29.80,2.21,0.89,0.01
159219,1.00,0.00,-0.01,29.66,2.39,0.69,0.01
159324,1.02,0.00,-0.01,29.75,2.28,0.75,0.19
159428,1.01,0.00,-0.01,29.71,2.32,0.71,-0.08
159533,1.05,0.01,-0.01,29.71,2.32,0.66,0.02
159637,1.01,0.00,-0.02,29.71,2.37,0.70,0.13
159742,1.04,0.01,-0.02,29.75,2.27,0.78,0.08
159847,1.02,0.00,-0.02,29.75,2.15,0.56,0.18
159951,1.02,0.00,-0.02,29.66,2.37,0.82,0.11
160056,1.04,0.01,-0.02,29.75,2.37,0.70,0.08
160160,1.02,-0.00,-0.01,29.80,2.08,0.72,0.14
160265,1.01,-0.01,-0.01,29.71,1.98,0.69,0.08
160369,1.02,0.00,-0.01,29.61,2.47,0.73,0.07
160475,1.01,0.00,-0.02,29.80,2.25,0.71,0.02
160579,1.03,0.00,-0.02,29.71,2.18,0.63,0.11
160684,1.03,0.00,-0.02,29.80,2.28,0.73,0.19
160788,1.03,0.01,-0.03,29.75,2.43,0.55,0.09
160892,1.03,0.01,-0.02,29.75,2.51,0.66,0.09
160997,1.00,-0.01,-0.02,29.71,2.26,0.58,0.07
161101,1.03,0.01,-0.01,29.71,2.12,0.76,0.24
161207,1.02,-0.00,-0.01,29.71,2.45,0.77,0.10
161311,1.02,0.00,-0.02,29.66,2.15,0.98,0.05
161416,1.04,0.01,-0.02,29.75,2.35,0.79,0.21
161520,1.02,0.01,-0.01,29.75,2.30,0.77,0.06
161625,1.00,-0.01,-0.02,29.66,2.36,0.81,0.07
161729,1.02,0.00,-0.01,29.80,2.37,0.78,0.21
161833,1.03,0.00,-0.02,29.71,2.37,0.70,0.01
161939,1.02,0.00,-0.01,29.80,2.19,0.75,-0.01
162043,1.01,-0.00,-0.01,29.71,2.16,0.69,0.07
162148,1.03,0.00,-0.01,29.66,2.32,0.70,0.11
162252,1.02,0.00,-0.01,29.80,2.25,0.65,0.02
162357,1.04,0.01,-0.01,29.75,2.41,0.89,0.12
162461,1.01,-0.00,-0.02,29.75,2.47,0.77,0.02
162566,1.04,0.01,-0.02,29.80,2.26,0.92,0.05
162671,1.03,0.00,-0.01,29.80,2.30,0.71,0.08
162776,1.03,-0.00,-0.01,29.71,2.18,0.65,0.01
162880,1.01,-0.00,-0.01,29.71,2.27,0.79,0.14
162984,1.00,-0.01,-0.02,29.75,2.37,0.77,0.11
163089,1.02,-0.00,-0.01,29.75,2.22,0.74,0.13
163193,1.04,0.01,-0.01,29.75,2.18,0.80,0.00
163298,1.02,0.00,-0.01,29.75,2.34,0.78,-0.02
163403,1.00,-0.00,-0.01,29.71,2.20,0.90,0.28
163508,1.04,0.01,-0.01,29.71,2.28,0.62,0.09
163612,1.02,0.00,-0.02,29.71,2.02,0.67,0.15
163717,1.04,0.01,-0.02,29.80,2.32,0.69,0.14
163821,1.03,0.00,-0.01,29.61,2.10,0.82,0.23
163926,1.02,0.01,-0.01,29.75,2.43,0.72,0.15
164030,1.01,0.00,-0.02,29.66,2.36,0.60,0.21
164135,1.05,0.01,-0.01,29.71,2.25,0.89,0.19
164240,1.04,0.02,-0.01,29.71,2.24,0.70,0.08
164344,1.02,0.00,-0.01,29.75,2.54,0.60,0.11
164449,1.02,0.00,-0.02,29.66,2.21,0.69,-0.03
164553,1.02,-0.00,-0.02,29.66,2.35,0.86,0.11
164658,1.02,0.01,-0.02,29.75,2.13,0.77,0.08
164762,1.04,-0.01,-0.01,29.66,2.50,0.86,0.13
164868,1.03,0.01,-0.01,29.66,2.21,0.60,0.18
164972,1.03,0.01,-0.02,29.75,2.34,0.74,0.06
165076,1.01,0.00,-0.02,29.75,2.44,0.93,0.10
165181,1.03,0.01,-0.02,29.61,2.29,0.74,-0.04
165285,1.02,0.00,-0.01,29.80,2.31,0.82,0.24
165390,1.01,-0.00,-0.02,29.71,2.26,0.73,0.06
165495,1.03,0.00,-0.02,29.66,2.27,0.76,0.15
165600,1.01,0.00,-0.01,29.75,2.21,0.76,0.02
165704,1.00,0.00,-0.00,29.75,2.24,0.65,-0.05
165809,1.03,0.00,-0.01,29.66,2.36,0.85,0.07
165913,1.03,0.01,-0.02,29.71,2.20,0.79,0.11
166018,1.03,0.01,-0.02,29.71,2.24,0.70,0.14
166122,1.03,0.01,-0.02,29.71,2.21,0.70,0.03
166227,1.01,0.01,-0.02,29.71,2.40,0.65,0.29
166332,1.01,0.00,-0.02,29.66,2.37,0.86,0.17
166436,1.03,0.01,-0.02,29.66,2.32,0.69,0.26
166541,1.00,0.00,-0.01,29.75,2.40,0.66,0.06
166645,1.02,0.01,-0.02,29.85,2.24,0.85,0.18
166750,1.02,0.00,-0.02,29.75,2.23,0.95,0.15
166854,1.02,0.00,-0.02,29.71,2.23,0.69,0.16
166960,1.02,0.01,-0.01,29.80,2.41,0.78,0.09
167064,1.00,0.00,-0.01,29.75,2.12,0.76,-0.02
167169,1.02,0.01,-0.01,29.75,2.25,0.86,0.05
167273,1.03,0.01,-0.02,29.75,2.36,0.73,0.02
167377,1.03,0.01,-0.02,29.71,2.28,0.77,0.17
167482,1.04,0.01,-0.01,29.71,2.32,0.81,-0.03
167586,1.03,0.00,-0.01,29.75,2.23,0.74,0.08
167692,1.03,0.01,-0.02,29.75,2.21,0.80,0.16
167796,1.01,0.00,-0.01,29.66,2.21,0.87,0.17
167901,1.02,-0.00,-0.02,29.71,2.15,0.69,0.17
168005,1.02,-0.01,-0.02,29.71,2.11,0.66,-0.08
168110,1.01,-0.00,-0.01,29.85,2.36,0.74,0.30
168214,1.05,0.01,-0.02,29.85,2.44,0.78,0.24
168318,1.00,-0.00,-0.02,29.71,2.22,0.61,0.15
168424,1.04,0.01,-0.01,29.75,2.33,0.69,0.05
168528,1.03,0.00,-0.01,29.75,2.24,0.73,0.02
168633,1.01,-0.00,-0.02,29.71,2.34,0.58,0.23
168737,1.03,0.01,-0.02,29.71,2.53,0.74,0.07
168842,1.02,0.00,-0.02,29.80,2.39,0.47,-0.02
168946,1.00,-0.01,-0.01,29.75,2.44,0.48,0.12
169052,1.02,0.00,-0.01,29.80,2.20,0.84,0.00
169156,1.04,0.01,-0.02,29.71,2.43,0.85,0.10
169261,1.00,0.00,-0.01,29.80,2.24,0.69,0.04
169365,1.04,0.01,-0.01,29.66,2.28,0.73,0.02
169469,1.01,0.00,-0.01,29.66,2.40,0.79,-0.03
169574,1.02,0.00,-0.02,29.75,2.26,0.77,0.11
169678,1.01,-0.00,-0.02,29.80,2.34,0.65,0.08
169783,1.02,-0.01,-0.03,29.71,2.18,0.70,0.08
169888,1.01,-0.00,-0.01,29.66,2.18,0.74,0.25
169993,1.02,0.00,-0.02,29.71,2.28,0.76,0.08
170097,1.03,0.01,-0.02,29.71,2.37,0.65,0.02
170202,1.03,0.01,-0.01,29.71,2.15,0.94,0.07
170306,1.03,0.01,-0.02,29.66,2.25,0.63,-0.02
170411,1.04,0.01,-0.02,29.71,2.23,0.99,0.21
170516,1.00,-0.00,-0.02,29.71,2.34,0.62,0.01
170620,1.01,0.00,-0.01,29.66,2.24,0.55,0.19
170725,1.01,0.01,-0.01,29.75,2.19,0.84,0.05
170829,1.05,0.01,-0.01,29.71,2.31,0.56,0.09
170934,1.01,-0.01,-0.02,29.75,2.21,0.91,0.35
171038,1.00,-0.01,-0.01,29.57,2.25,0.76,0.05
171143,1.03,0.01,-0.02,29.71,2.27,0.73,0.06
171248,1.04,0.00,-0.01,29.71,2.40,0.79,0.36
171353,1.04,0.01,-0.01,29.75,2.42,0.56,0.06
171457,1.04,0.01,-0.01,29.75,2.26,0.96,0.16
171561,1.03,0.01,-0.01,29.71,2.25,0.64,0.00
171666,1.05,0.01,-0.02,29.71,2.18,0.81,0.18
171770,1.03,0.01,-0.02,29.66,2.15,0.60,-0.03
171875,1.02,0.01,-0.02,29.75,2.18,0.73,0.18
171980,1.05,0.01,-0.02,29.80,2.07,0.86,0.12
172085,1.04,0.00,-0.02,29.71,2.23,0.59,0.11
172189,1.03,0.02,-0.01,29.71,2.31,0.68,0.03
172294,1.00,-0.00,-0.02,29.66,2.30,0.56,0.13
